Wavelength	k_Cardona	
200.06938	0.65815
200.05324	0.65991
200.0371	0.66168
200.02097	0.66346
200.00484	0.66523
199.98871	0.66702
199.97258	0.66881
199.95646	0.6706
199.94034	0.6724
199.92422	0.67421
199.90811	0.67601
199.89199	0.67783
199.87588	0.67964
199.85978	0.68145
199.84367	0.68325
199.82757	0.68505
199.81147	0.68684
199.79537	0.68863
199.77928	0.69042
199.76318	0.6922
199.74709	0.69398
199.73101	0.69575
199.71492	0.69752
199.69884	0.69928
199.68276	0.70104
199.66636	0.7028
199.65029	0.70455
199.63422	0.7063
199.61815	0.70805
199.60208	0.70979
199.58602	0.71153
199.56996	0.71326
199.5539	0.71499
199.53784	0.71671
199.52179	0.71842
199.50574	0.72013
199.48969	0.72183
199.47365	0.72353
199.4576	0.72523
199.44156	0.72691
199.42553	0.72858
199.40949	0.73023
199.39346	0.73185
199.37743	0.73343
199.3614	0.735
199.34538	0.73653
199.32935	0.73803
199.31333	0.73951
199.29732	0.74096
199.2813	0.74238
199.26529	0.74377
199.24928	0.74514
199.23327	0.74647
199.21727	0.74778
199.20127	0.74906
199.18527	0.75032
199.16927	0.75154
199.15328	0.75275
199.13729	0.75393
199.1213	0.7551
199.10531	0.75625
199.08933	0.75738
199.07335	0.75849
199.05737	0.75958
199.04139	0.76066
199.0251	0.76172
199.00913	0.76275
198.99316	0.76377
198.97719	0.76477
198.96123	0.76576
198.94527	0.76673
198.92931	0.76769
198.91336	0.76863
198.8974	0.76956
198.88145	0.77047
198.8655	0.77136
198.84956	0.77223
198.83362	0.77309
198.81768	0.77393
198.80174	0.77476
198.7858	0.77557
198.76987	0.77636
198.75394	0.77713
198.73801	0.77789
198.72209	0.77863
198.70617	0.77936
198.69025	0.7801
198.67433	0.78085
198.65841	0.7816
198.6425	0.78236
198.62659	0.78312
198.61069	0.78389
198.59478	0.78467
198.57888	0.78545
198.56298	0.78624
198.54708	0.78704
198.53119	0.78784
198.5153	0.78864
198.49941	0.78943
198.48352	0.79021
198.46764	0.79098
198.45176	0.79174
198.43588	0.79249
198.42	0.79323
198.40413	0.79395
198.38794	0.79467
198.37207	0.79538
198.3562	0.79608
198.34034	0.79676
198.32448	0.79744
198.30862	0.7981
198.29276	0.79876
198.27691	0.7994
198.26106	0.80003
198.24521	0.80065
198.22936	0.80126
198.21352	0.80184
198.19768	0.80242
198.18184	0.80297
198.16601	0.80351
198.15017	0.80403
198.13434	0.80453
198.11851	0.80502
198.10269	0.80549
198.08686	0.80595
198.07104	0.80639
198.05523	0.80681
198.03941	0.80721
198.0236	0.8076
198.00779	0.80797
197.99198	0.80832
197.97617	0.80866
197.96037	0.80898
197.94457	0.80928
197.92877	0.80957
197.91298	0.80984
197.89718	0.81009
197.88139	0.81032
197.8656	0.81054
197.84982	0.81074
197.83404	0.81093
197.81826	0.81109
197.80248	0.81125
197.7867	0.8114
197.77093	0.81156
197.75484	0.81172
197.73908	0.81188
197.72331	0.81203
197.70755	0.81219
197.69179	0.81235
197.67603	0.81251
197.66028	0.81266
197.64452	0.81282
197.62877	0.81298
197.61303	0.81314
197.59728	0.8133
197.58154	0.81345
197.5658	0.81361
197.55006	0.81376
197.53433	0.81391
197.51859	0.81406
197.50286	0.81421
197.48714	0.81436
197.47141	0.8145
197.45569	0.81465
197.43997	0.81479
197.42425	0.81493
197.40854	0.81507
197.39282	0.81521
197.37711	0.81535
197.36141	0.81549
197.3457	0.81562
197.33	0.81576
197.3143	0.81589
197.2986	0.81602
197.28291	0.81615
197.26721	0.81628
197.25152	0.81641
197.23584	0.81653
197.22015	0.81666
197.20447	0.81678
197.18879	0.8169
197.17311	0.81702
197.15743	0.81714
197.14176	0.81725
197.12578	0.81737
197.11011	0.81748
197.09445	0.8176
197.07878	0.81771
197.06312	0.81782
197.04747	0.81792
197.03181	0.81803
197.01616	0.81814
197.00051	0.81824
196.98486	0.81834
196.96922	0.81844
196.95357	0.81854
196.93793	0.81864
196.9223	0.81873
196.90666	0.81883
196.89103	0.81893
196.8754	0.81902
196.85977	0.81912
196.84414	0.81921
196.82852	0.81931
196.8129	0.81941
196.79728	0.8195
196.78167	0.8196
196.76605	0.81969
196.75044	0.81979
196.73484	0.81989
196.71923	0.81998
196.70363	0.82008
196.68803	0.82017
196.67243	0.82027
196.65683	0.82037
196.64124	0.82047
196.62565	0.82056
196.61006	0.82066
196.59448	0.82076
196.57889	0.82085
196.56331	0.82095
196.54773	0.82105
196.53216	0.82114
196.51659	0.82124
196.5007	0.82134
196.48513	0.82143
196.46957	0.82153
196.45401	0.82163
196.43844	0.82172
196.42289	0.82182
196.40733	0.82192
196.39178	0.82202
196.37623	0.82211
196.36068	0.82221
196.34513	0.82231
196.32959	0.82241
196.31405	0.8225
196.29851	0.8226
196.28297	0.8227
196.26744	0.8228
196.25191	0.8229
196.23638	0.823
196.22085	0.8231
196.20533	0.82321
196.1898	0.82331
196.17429	0.82341
196.15877	0.82352
196.14325	0.82362
196.12774	0.82373
196.11223	0.82384
196.09673	0.82394
196.08122	0.82405
196.06572	0.82416
196.05022	0.82427
196.03472	0.82437
196.01923	0.82448
196.00374	0.82458
195.98825	0.82467
195.97276	0.82477
195.95727	0.82486
195.94179	0.82495
195.92631	0.82504
195.91084	0.82513
195.89536	0.82521
195.87958	0.8253
195.86411	0.82538
195.84864	0.82545
195.83318	0.82553
195.81771	0.8256
195.80225	0.82568
195.78679	0.82574
195.77134	0.82581
195.75589	0.82588
195.74044	0.82594
195.72499	0.826
195.70954	0.82606
195.6941	0.82611
195.67866	0.82617
195.66322	0.82622
195.64778	0.82627
195.63235	0.82631
195.61692	0.82636
195.60149	0.8264
195.58606	0.82644
195.57064	0.82648
195.55522	0.82651
195.5398	0.82654
195.52438	0.82657
195.50897	0.8266
195.49356	0.82662
195.47815	0.82664
195.46274	0.82665
195.44734	0.82667
195.43194	0.82667
195.41654	0.82668
195.40114	0.82669
195.38575	0.82668
195.37035	0.82669
195.35496	0.82668
195.33958	0.82668
195.32419	0.82668
195.30881	0.82668
195.29343	0.82668
195.27805	0.82668
195.26237	0.82668
195.247	0.82668
195.23163	0.82667
195.21626	0.82668
195.20089	0.82667
195.18553	0.82667
195.17017	0.82667
195.15481	0.82667
195.13945	0.82667
195.1241	0.82667
195.10875	0.82667
195.0934	0.82667
195.07805	0.82667
195.06271	0.82667
195.04737	0.82667
195.03203	0.82667
195.01669	0.82667
195.00136	0.82667
194.98603	0.82667
194.9707	0.82667
194.95537	0.82666
194.94005	0.82665
194.92473	0.82664
194.90941	0.82663
194.89409	0.82661
194.87877	0.82659
194.86346	0.82657
194.84815	0.82654
194.83284	0.82651
194.81754	0.82648
194.80224	0.82645
194.78694	0.82641
194.77164	0.82637
194.75634	0.82633
194.74105	0.82628
194.72576	0.82623
194.71047	0.82618
194.69518	0.82612
194.6799	0.82606
194.66462	0.826
194.64904	0.82594
194.63376	0.82587
194.61848	0.8258
194.60321	0.82573
194.58794	0.82565
194.57268	0.82557
194.55741	0.82549
194.54215	0.8254
194.52689	0.82531
194.51163	0.82522
194.49638	0.82513
194.48113	0.82503
194.46588	0.82493
194.45063	0.82483
194.43538	0.82472
194.42014	0.82461
194.4049	0.8245
194.38966	0.82438
194.37443	0.82426
194.35919	0.82414
194.34396	0.82402
194.32874	0.82389
194.31351	0.82376
194.29829	0.82363
194.28306	0.8235
194.26785	0.82337
194.25263	0.82324
194.23741	0.82311
194.2222	0.82299
194.20699	0.82286
194.19179	0.82274
194.17658	0.82262
194.16138	0.8225
194.14618	0.82238
194.13098	0.82226
194.11579	0.82215
194.10059	0.82203
194.0854	0.82192
194.07022	0.8218
194.05503	0.82169
194.03954	0.82158
194.02436	0.82148
194.00918	0.82137
193.99401	0.82126
193.97883	0.82116
193.96366	0.82105
193.94849	0.82095
193.93333	0.82085
193.91816	0.82075
193.903	0.82066
193.88784	0.82056
193.87269	0.82046
193.85753	0.82037
193.84238	0.82028
193.82723	0.82019
193.81208	0.8201
193.79694	0.82001
193.78179	0.81992
193.76665	0.81984
193.75151	0.81975
193.73638	0.81967
193.72124	0.81959
193.70611	0.81951
193.69098	0.81943
193.67586	0.81935
193.66073	0.81927
193.64561	0.8192
193.63049	0.81912
193.61538	0.81905
193.60026	0.81897
193.58515	0.8189
193.57004	0.81882
193.55493	0.81875
193.53983	0.81867
193.52473	0.8186
193.50962	0.81852
193.49453	0.81845
193.47943	0.81838
193.46434	0.8183
193.44925	0.81822
193.43386	0.81815
193.41877	0.81807
193.40369	0.81799
193.38861	0.81791
193.37353	0.81782
193.35845	0.81774
193.34337	0.81765
193.3283	0.81757
193.31323	0.81748
193.29817	0.81739
193.2831	0.8173
193.26804	0.81721
193.25298	0.81711
193.23792	0.81702
193.22286	0.81692
193.20781	0.81683
193.19276	0.81673
193.17771	0.81663
193.16266	0.81653
193.14762	0.81642
193.13258	0.81632
193.11754	0.81622
193.1025	0.81611
193.08747	0.816
193.07244	0.81589
193.05741	0.81578
193.04238	0.81567
193.02735	0.81556
193.01233	0.81545
192.99731	0.81533
192.98229	0.81521
192.96728	0.8151
192.95226	0.81498
192.93725	0.81486
192.92224	0.81473
192.90724	0.81461
192.89223	0.81449
192.87723	0.81436
192.86223	0.81424
192.84723	0.81411
192.83194	0.81398
192.81695	0.81385
192.80196	0.81372
192.78697	0.81358
192.77198	0.81345
192.757	0.81332
192.74202	0.81318
192.72704	0.81305
192.71206	0.81292
192.69709	0.81279
192.68212	0.81265
192.66715	0.81252
192.65218	0.81239
192.63722	0.81226
192.62226	0.81212
192.6073	0.81199
192.59234	0.81186
192.57738	0.81172
192.56243	0.81159
192.54748	0.81146
192.53253	0.81133
192.51759	0.81119
192.50264	0.81106
192.4877	0.81093
192.47276	0.8108
192.45783	0.81066
192.44289	0.81053
192.42796	0.8104
192.41303	0.81026
192.3981	0.81013
192.38318	0.81
192.36825	0.80986
192.35333	0.80973
192.33842	0.8096
192.3235	0.80947
192.30859	0.80933
192.29368	0.8092
192.27877	0.80907
192.26386	0.80894
192.24896	0.8088
192.23376	0.80867
192.21886	0.80854
192.20396	0.8084
192.18906	0.80827
192.17417	0.80814
192.15928	0.808
192.14439	0.80787
192.12951	0.80774
192.11462	0.80761
192.09974	0.80747
192.08486	0.80734
192.06999	0.80721
192.05511	0.80707
192.04024	0.80694
192.02537	0.80681
192.0105	0.80667
191.99564	0.80654
191.98078	0.80641
191.96592	0.80628
191.95106	0.80614
191.9362	0.80601
191.92135	0.80588
191.9065	0.80575
191.89165	0.80561
191.8768	0.80548
191.86196	0.80535
191.84712	0.80521
191.83228	0.80508
191.81744	0.80495
191.8026	0.80481
191.78777	0.80468
191.77294	0.80455
191.75811	0.80442
191.74329	0.80429
191.72846	0.80415
191.71364	0.80403
191.69882	0.8039
191.68401	0.80377
191.66919	0.80365
191.65438	0.80352
191.63927	0.8034
191.62447	0.80328
191.60966	0.80316
191.59486	0.80304
191.58006	0.80292
191.56526	0.80281
191.55046	0.80269
191.53567	0.80258
191.52088	0.80247
191.50609	0.80236
191.4913	0.80225
191.47652	0.80214
191.46173	0.80203
191.44695	0.80193
191.43218	0.80182
191.4174	0.80172
191.40263	0.80162
191.38786	0.80152
191.37309	0.80142
191.35832	0.80132
191.34356	0.80122
191.32879	0.80113
191.31403	0.80103
191.29928	0.80094
191.28452	0.80084
191.26977	0.80075
191.25502	0.80067
191.24027	0.80058
191.22552	0.80049
191.21078	0.80041
191.19604	0.80032
191.1813	0.80024
191.16656	0.80016
191.15183	0.80008
191.1371	0.8
191.12237	0.79992
191.10764	0.79985
191.09291	0.79977
191.07819	0.7997
191.06347	0.79962
191.04846	0.79955
191.03374	0.79947
191.01902	0.79939
191.00431	0.79932
190.9896	0.79925
190.9749	0.79917
190.96019	0.7991
190.94549	0.79902
190.93079	0.79894
190.91609	0.79887
190.90139	0.7988
190.8867	0.79873
190.87201	0.79865
190.85732	0.79858
190.84263	0.79851
190.82795	0.79843
190.81326	0.79836
190.79858	0.79829
190.78391	0.79821
190.76923	0.79814
