"Wavelength (nm)"	Reflectance
517	0.1424264
518	0.1383341
519	0.1342781
520	0.1302609
521	0.1262871
522	0.1223798
523	0.1185189
524	0.1147067
525	0.1109459
526	0.107205
527	0.1035027
528	0.0998587
529	0.0962753
530	0.0927704
531	0.0894049
532	0.0861049
533	0.0828724
534	0.0797092
535	0.0766435
536	0.0736666
537	0.0707622
538	0.0679319
539	0.0651772
540	0.0624244
541	0.0597497
542	0.0571579
543	0.0546504
544	0.052238
545	0.0499427
546	0.0477328
547	0.0456092
548	0.0435726
549	0.041583
550	0.0396303
551	0.0377737
552	0.0360138
553	0.0343512
554	0.0328462
555	0.0314853
556	0.0302102
557	0.029021
558	0.0279173
559	0.0268669
560	0.0258793
561	0.0249847
562	0.0241827
563	0.0234728
564	0.0228642
565	0.0223543
566	0.0219292
567	0.0215879
568	0.0213296
569	0.0211508
570	0.021049
571	0.0210311
572	0.0210961
573	0.0212426
574	0.0214694
575	0.0217713
576	0.0221498
577	0.0226036
578	0.0231311
579	0.0237309
580	0.0243916
581	0.0251138
582	0.0259004
583	0.02675
584	0.027661
585	0.0286338
586	0.0296745
587	0.0307737
588	0.0319299
589	0.0331414
590	0.0344065
591	0.0357296
592	0.0371077
593	0.0385355
594	0.0400114
595	0.0415338
596	0.0431008
597	0.044708
598	0.0463563
599	0.0480444
600	0.0497707
601	0.0515334
602	0.0533289
603	0.0551456
604	0.0569936
605	0.0588714
606	0.0607774
607	0.0627103
608	0.0646694
609	0.0666552
610	0.0686638
611	0.0706937
612	0.0727436
613	0.0748123
614	0.0769003
615	0.0790107
616	0.0811366
617	0.0832769
618	0.0854302
619	0.0875954
620	0.0897696
621	0.0918655
622	0.0939685
623	0.0960775
624	0.0982076
625	0.1003427
626	0.1024818
627	0.1046314
628	0.1067849
629	0.1089404
630	0.1111001
631	0.113262
632	0.1154237
633	0.1175828
634	0.1197385
635	0.1218919
636	0.1240426
637	0.12619
638	0.1283333
639	0.1304719
640	0.1325981
641	0.1347179
642	0.1368313
643	0.1389306
644	0.1410179
645	0.1430973
646	0.1451705
647	0.1472408
648	0.1493022
649	0.1513541
650	0.1533934
651	0.1554226
652	0.1574415
653	0.1594548
654	0.1614631
655	0.1634605
656	0.1654468
657	0.1674273
658	0.1693964
659	0.1713537
660	0.1732953
661	0.1752212
662	0.1771345
663	0.1790348
664	0.180925
665	0.182802
666	0.1846654
667	0.186517
668	0.1883568
669	0.190183
670	0.1919953
671	0.1937927
672	0.1955758
673	0.1973448
674	0.1990996
675	0.2008405
676	0.2025671
677	0.2042793
678	0.2059825
679	0.2076764
680	0.2093559
681	0.2110208
682	0.2126716
683	0.214308
684	0.21593
685	0.2175376
686	0.2191349
687	0.2207176
688	0.2222858
689	0.2238388
690	0.2253751
691	0.2268969
692	0.2284041
693	0.229897
694	0.2313756
695	0.2328397
696	0.2342891
697	0.2357226
698	0.2371402
699	0.2385433
700	0.2399318
701	0.2413084
702	0.2426727
703	0.2440226
704	0.2453582
705	0.2466792
706	0.2479858
707	0.2492783
708	0.2505566
709	0.2518171
710	0.2530603
711	0.2542894
712	0.2555044
713	0.2567133
714	0.2579172
715	0.2591074
716	0.260284
717	0.2614517
718	0.2626147
719	0.2637644
720	0.2649008
721	0.2660225
722	0.2671247
723	0.2682137
724	0.2692898
725	0.2703528
726	0.2713992
727	0.2724326
728	0.2734531
729	0.2744609
730	0.2754619
731	0.2764529
732	0.2774314
733	0.2783975
734	0.2793552
735	0.2803066
736	0.2812459
737	0.282173
738	0.2830879
739	0.2839773
740	0.2848547
741	0.2857202
742	0.286574
743	0.2874136
744	0.28824
745	0.2890548
746	0.2898581
747	0.2906494
748	0.291426
749	0.2921912
750	0.2929451
751	0.2936879
752	0.2944291
753	0.2951655
754	0.295891
755	0.2966056
756	0.2973096
757	0.2980114
758	0.2987027
759	0.2993835
760	0.3000539
761	0.3007161
762	0.3013716
763	0.3020168
764	0.3026519
765	0.303277
766	0.3038965
767	0.3045082
768	0.30511
769	0.305702
770	0.3062844
771	0.3068411
772	0.3073872
773	0.3079237
774	0.3084508
775	0.308967
776	0.3094634
777	0.3099505
778	0.3104283
779	0.3108969
780	0.3113594
781	0.3118217
782	0.3122751
783	0.3127196
784	0.3131553
785	0.3135815
786	0.3139976
787	0.314405
788	0.3148039
789	0.3151942
790	0.3155781
791	0.3159581
792	0.3163299
793	0.3166933
794	0.3170486
795	0.3173929
796	0.3177213
797	0.3180416
798	0.318354
799	0.3186584
800	0.3189537
801	0.3192327
802	0.319504
803	0.3197675
804	0.3200234
805	0.3202716
806	0.3205361
807	0.3207946
808	0.3210458
809	0.3212896
810	0.3215261
811	0.321768
812	0.3220088
813	0.3222426
814	0.3224694
815	0.3226892
816	0.3228955
817	0.3230822
818	0.3232621
819	0.3234352
820	0.3236015
821	0.3237611
822	0.3239047
823	0.3240412
824	0.3241711
825	0.3242944
826	0.3244113
827	0.3245251
828	0.3246366
829	0.3247417
830	0.3248404
831	0.3249329
832	0.3250192
833	0.3250992
834	0.3251732
835	0.325241
836	0.3253028
837	0.3253585
838	0.3254083
839	0.3254522
840	0.3254902
841	0.3255224
842	0.3255488
843	0.3255695
844	0.3255844
845	0.3255937
846	0.3255974
847	0.3255955
848	0.3255881
849	0.3255752
850	0.3255568
851	0.325533
852	0.3255039
853	0.3254694
854	0.3254296
855	0.3253846
856	0.3253344
857	0.325279
858	0.3252184
859	0.3251528
860	0.3250821
861	0.3250064
862	0.3249257
863	0.3248401
864	0.3247496
865	0.3246541
866	0.3245539
867	0.3244489
868	0.3243391
869	0.3242245
870	0.3241053
871	0.3239814
872	0.323853
873	0.3237199
874	0.3235823
875	0.3234401
876	0.3232935
877	0.3231425
878	0.322987
879	0.3228271
880	0.3226629
881	0.3224944
882	0.3223217
883	0.3221446
884	0.3219634
885	0.321778
886	0.321598
887	0.3214285
888	0.3212549
889	0.3210772
890	0.3208955
891	0.3207098
892	0.3205202
893	0.3203266
894	0.3201291
895	0.3199277
896	0.3197224
897	0.3195134
898	0.3193006
899	0.319084
900	0.3188636
901	0.3186396
902	0.3184119
903	0.3181805
904	0.3179456
905	0.317707
906	0.3174649
907	0.3172192
908	0.31697
909	0.3167173
910	0.3164612
911	0.3162017
912	0.3159387
913	0.3156724
914	0.3154028
915	0.3151298
916	0.3148535
917	0.3145739
918	0.3142911
919	0.3140051
920	0.3137159
921	0.3134235
922	0.313128
923	0.3128293
924	0.3125276
925	0.3122227
926	0.3119149
927	0.311604
928	0.3112901
929	0.3109733
930	0.3106535
931	0.3103307
932	0.3100051
933	0.3096766
934	0.3093453
935	0.3090111
936	0.3086741
937	0.3083343
938	0.3079918
939	0.3076465
940	0.3072985
941	0.3069478
942	0.3065945
943	0.3062384
944	0.3058798
945	0.3055186
946	0.3051548
947	0.3047884
948	0.3044195
949	0.304048
950	0.3036741
951	0.3032977
952	0.3029189
953	0.3025376
954	0.3021569
955	0.3017808
956	0.3014024
957	0.3010216
958	0.3006385
959	0.300253
960	0.2998653
961	0.2994752
962	0.2990829
963	0.2986883
964	0.2982916
965	0.2978926
966	0.2974914
967	0.2970881
968	0.2966826
969	0.2962749
970	0.2958652
971	0.2954535
972	0.2950395
973	0.2946236
974	0.2942056
975	0.2937857
976	0.2933637
977	0.2929397
978	0.2925138
979	0.292086
980	0.2916562
981	0.2912245
982	0.2907909
983	0.2903555
984	0.2899182
985	0.2894791
986	0.2890382
987	0.2885954
988	0.288151
989	0.2877047
990	0.2872567
991	0.2868069
992	0.2863555
993	0.2859023
994	0.2854476
995	0.2849911
996	0.284533
997	0.2840732
998	0.2836119
999	0.2831489
1000	0.2826845
