Wavelenght	Refactive_index_10.10631.369398
846.5988461538461	2.341611842105263
812.0204515270137	2.3473684210526313
787.0588235294117	2.349671052631579
763.6229508196721	2.3542763157894737
735.8148148148148	2.3588815789473685
712.8395061728396	2.3623355263157895
694.8369565217391	2.3657894736842104
671.4863013698631	2.3726973684210524
656.3098591549296	2.377302631578947
638.1847133757961	2.3842105263157896
622.6642335766423	2.3899671052631577
603.8282442748092	2.3945723684210525
588.4048582995951	2.4026315789473682
568.5416666666666	2.410690789473684
551.9911504424779	2.4187499999999997
541.4025974025974	2.425657894736842
528.0656565656566	2.433717105263158
515.4276315789473	2.4452302631578946
497.5988700564972	2.457894736842105
486.95535714285717	2.469407894736842
478.3710407239819	2.4786184210526314
466.9254385964912	2.491282894736842
454.8727272727273	2.5085526315789473
445.1394230769231	2.5223684210526316
438.6811594202899	2.535032894736842
432.0011904761905	2.55
427.10650887573963	2.5615131578947365
420.1607142857143	2.5776315789473685
413.64634146341464	2.600657894736842
409.43090425531916	2.6179276315789473
405.2540983606557	2.6351973684210526
402.14438502673797	2.655921052631579
398.755421686747	2.676644736842105
396.21655328798183	2.6973684210526314
394.2183908045977	2.71578947368421
392.1707317073171	2.739967105263158
391.51644736842104	2.757236842105263
389.7567567567568	2.7768092105263156
388.3611111111111	2.790625
386.90625	2.794078947368421
383.1551724137931	2.7917763157894733
381.17355371900826	2.7802631578947365
379.42857142857144	2.766447368421052
379.13690476190476	2.7503289473684207
378.72058823529414	2.734210526315789
377.1521739130435	2.7111842105263158
375.00469483568073	2.6962171052631576
371.7073170731707	2.6685855263157894
366.7647058823529	2.654769736842105
361.3521126760563	2.6409539473684207
355.6756756756757	2.6317434210526316
351.5432098765432	2.6213815789473682
348.96026490066226	2.6179276315789473
346.03846153846155	2.6156249999999996
341.84090909090907	2.6144736842105263
338.6774193548387	2.6133223684210525
334.7029702970297	2.6110197368421053
