"Wavelength (nm)"	Reflectance
430	0.2464861
431	0.252936
432	0.2592369
433	0.2653578
434	0.2712563
435	0.2769354
436	0.2824382
437	0.2878769
438	0.2932731
439	0.2984895
440	0.3035094
441	0.3083215
442	0.3129615
443	0.3174598
444	0.3218967
445	0.3261652
446	0.3302636
447	0.3340763
448	0.3377334
449	0.341237
450	0.3447432
451	0.3481334
452	0.3513709
453	0.3544124
454	0.3572687
455	0.3599857
456	0.3625741
457	0.365064
458	0.367422
459	0.3696507
460	0.3717789
461	0.3737894
462	0.3756779
463	0.3774458
464	0.3790954
465	0.3806306
466	0.3820532
467	0.3834776
468	0.3847967
469	0.386001
470	0.3870784
471	0.3880267
472	0.3888721
473	0.3896162
474	0.3903816
475	0.3910708
476	0.3916517
477	0.3921132
478	0.3924045
479	0.3926056
480	0.3927177
481	0.3927657
482	0.3927505
483	0.392644
484	0.3924473
485	0.3921825
486	0.3918413
487	0.3914164
488	0.390909
489	0.3903279
490	0.3896683
491	0.3889304
492	0.3881157
493	0.3872507
494	0.3863096
495	0.3852935
496	0.3842063
497	0.3831058
498	0.3819401
499	0.3807102
500	0.3794165
501	0.3780542
502	0.3766272
503	0.3751362
504	0.3735833
505	0.3720279
506	0.3704165
507	0.3687499
508	0.3670289
509	0.3652036
510	0.3633119
511	0.3613603
512	0.3593497
513	0.3573276
514	0.3552731
515	0.3531666
516	0.3510091
517	0.3488059
518	0.3465582
519	0.3442594
520	0.3419104
521	0.3395125
522	0.3370732
523	0.3345867
524	0.3320537
525	0.3294753
526	0.3268493
527	0.3241763
528	0.3214583
529	0.3186961
530	0.3158996
531	0.313107
532	0.3102754
533	0.3074057
534	0.3044988
535	0.3015885
536	0.2986655
537	0.2957091
538	0.2927201
539	0.2896995
540	0.2865902
541	0.2834457
542	0.2802697
543	0.2770631
544	0.2738379
545	0.2706222
546	0.2673804
547	0.2641135
548	0.2608228
549	0.2574621
550	0.254012
551	0.2505373
552	0.2470394
553	0.2435195
554	0.2400904
555	0.2367486
556	0.2333937
557	0.2300266
558	0.2266486
559	0.2231903
560	0.2196583
561	0.2161154
562	0.2125632
563	0.2090031
564	0.2054791
565	0.2020034
566	0.1985256
567	0.1950468
568	0.1915685
569	0.1880745
570	0.1845373
571	0.1810036
572	0.177475
573	0.1739527
574	0.1704389
575	0.1669593
576	0.1634907
577	0.1600345
578	0.1565923
579	0.1531656
580	0.1497987
581	0.1464732
582	0.1431678
583	0.1398839
584	0.1366229
585	0.13338
586	0.1301357
587	0.1269186
588	0.1237297
589	0.1205707
590	0.117443
591	0.1143357
592	0.1112548
593	0.1082095
594	0.1052013
595	0.1022316
596	0.0993019
597	0.0964181
598	0.093577
599	0.0907796
600	0.0880272
601	0.0853211
602	0.0826654
603	0.0800734
604	0.0775305
605	0.0750381
606	0.0725973
607	0.070209
608	0.0678735
609	0.06559
610	0.0633621
611	0.0611908
612	0.0590768
613	0.0570211
614	0.0550228
615	0.0530791
616	0.0511956
617	0.0493731
618	0.0476121
619	0.0459133
620	0.0442783
621	0.0427811
622	0.0413429
623	0.039964
624	0.0386356
625	0.0373671
626	0.036159
627	0.0350069
628	0.0339145
629	0.0328829
630	0.0319102
631	0.0309975
632	0.0301454
633	0.0293541
634	0.0286233
635	0.0279524
636	0.0273412
637	0.026789
638	0.026296
639	0.0258617
640	0.0254877
641	0.0251716
642	0.0249126
643	0.0247123
644	0.0245691
645	0.0244812
646	0.0244472
647	0.0244654
648	0.0245373
649	0.024662
650	0.0248368
651	0.0250626
652	0.0253389
653	0.0256633
654	0.0260352
655	0.0264554
656	0.0269232
657	0.0274348
658	0.0279923
659	0.0285951
660	0.0292447
661	0.0299401
662	0.0306781
663	0.0314577
664	0.0322783
665	0.0331389
666	0.0340384
667	0.0349755
668	0.0359491
669	0.036959
670	0.0380043
671	0.0390831
672	0.0401951
673	0.0413397
674	0.0425153
675	0.043719
676	0.0449524
677	0.0462147
678	0.0475054
679	0.0488237
680	0.0501685
681	0.0515387
682	0.05293
683	0.0543441
684	0.0557811
685	0.0572404
686	0.0587233
687	0.0602269
688	0.0617502
689	0.0632921
690	0.0648511
691	0.0664273
692	0.06802
693	0.0696291
694	0.071254
695	0.0728931
696	0.0745458
697	0.0762111
698	0.0778885
699	0.0795772
700	0.0812765
701	0.0829859
702	0.0847049
703	0.0864325
704	0.0881684
705	0.0899108
706	0.0916595
707	0.0934145
708	0.0951752
709	0.0969412
710	0.0987118
711	0.1004863
712	0.1022641
713	0.1040457
714	0.1058308
715	0.1076182
716	0.1094074
717	0.1111994
718	0.1129954
719	0.114792
720	0.1165889
721	0.1183848
722	0.1201772
723	0.1219684
724	0.123758
725	0.1255458
726	0.1273312
727	0.1291139
728	0.1308935
729	0.1326697
730	0.1344424
731	0.1362114
732	0.1379762
733	0.1397365
734	0.141495
735	0.1432533
736	0.1450064
737	0.146754
738	0.1484958
739	0.1502247
740	0.1519471
741	0.1536629
742	0.1553719
743	0.157072
744	0.1587635
745	0.1604476
746	0.1621241
747	0.1637926
748	0.1654524
749	0.1671039
750	0.168747
751	0.1703815
752	0.172013
753	0.1736394
754	0.1752571
755	0.1768659
756	0.1784658
757	0.180059
758	0.1816431
759	0.183218
760	0.1847837
761	0.1863417
762	0.1878928
763	0.1894345
764	0.1909665
765	0.192489
766	0.1940043
767	0.1955111
768	0.197008
769	0.1984952
770	0.1999724
771	0.2014285
772	0.2028737
773	0.2043086
774	0.2057332
775	0.2071466
776	0.2085436
777	0.20993
778	0.2113059
779	0.2126711
780	0.2140275
781	0.2153785
782	0.216719
783	0.2180489
784	0.2193683
785	0.220677
786	0.2219746
787	0.2232617
788	0.2245381
789	0.2258039
790	0.2270607
791	0.2283099
792	0.2295487
793	0.2307769
794	0.2319946
795	0.2331996
796	0.2343875
797	0.2355648
798	0.2367316
799	0.2378879
800	0.2390328
801	0.2401616
802	0.2412797
803	0.2423874
804	0.2434845
805	0.2445712
806	0.2456656
807	0.2467511
808	0.2478264
809	0.2488915
810	0.2499465
811	0.2510007
812	0.2520495
813	0.2530885
814	0.2541175
815	0.2551368
816	0.256141
817	0.2571251
818	0.2580994
819	0.2590639
820	0.2600186
821	0.2609635
822	0.261891
823	0.2628084
824	0.2637161
825	0.2646142
826	0.2655026
827	0.2663853
828	0.2672639
829	0.268133
830	0.2689926
831	0.2698428
832	0.2706836
833	0.2715151
834	0.2723374
835	0.2731504
836	0.2739542
837	0.2747488
838	0.2755343
839	0.2763108
840	0.2770783
841	0.2778369
842	0.2785865
843	0.2793272
844	0.2800591
845	0.2807823
846	0.2814967
847	0.2822024
848	0.2828995
849	0.283588
850	0.2842679
851	0.2849394
852	0.2856024
853	0.2862569
854	0.2869032
855	0.2875411
856	0.2881707
857	0.2887921
858	0.2894054
859	0.2900105
860	0.2906076
861	0.2911966
862	0.2917776
863	0.2923507
864	0.2929159
865	0.2934733
866	0.2940228
867	0.2945646
868	0.2950987
869	0.2956251
870	0.2961439
871	0.2966551
872	0.2971588
873	0.297655
874	0.2981437
875	0.2986251
876	0.2990991
877	0.2995659
878	0.3000253
879	0.3004776
880	0.3009226
881	0.3013606
882	0.3017914
883	0.3022153
884	0.3026321
885	0.3030419
886	0.3034539
887	0.3038727
888	0.3042847
889	0.30469
890	0.3050886
891	0.3054806
892	0.3058661
893	0.3062449
894	0.3066173
895	0.3069832
896	0.3073427
897	0.3076958
898	0.3080425
899	0.3083829
900	0.3087171
901	0.309045
902	0.3093667
903	0.3096823
904	0.3099918
905	0.3102952
906	0.3105925
907	0.3108839
908	0.3111693
909	0.3114487
910	0.3117223
911	0.31199
912	0.3122519
913	0.312508
914	0.3127584
915	0.3130031
916	0.3132421
917	0.3134754
918	0.3137032
919	0.3139254
920	0.3141421
921	0.3143533
922	0.314559
923	0.3147593
924	0.3149542
925	0.3151438
926	0.315328
927	0.3155069
928	0.3156806
929	0.3158491
930	0.3160124
931	0.3161705
932	0.3163235
933	0.3164714
934	0.3166143
935	0.3167521
936	0.3168849
937	0.3170128
938	0.3171358
939	0.3172538
940	0.317367
941	0.3174754
942	0.3175789
943	0.3176777
944	0.3177718
945	0.3178611
946	0.3179457
947	0.3180257
948	0.3181011
949	0.3181719
950	0.3182381
951	0.3182998
952	0.318357
953	0.3184097
954	0.3184611
955	0.3185154
956	0.3185653
957	0.3186108
958	0.318652
959	0.318689
960	0.3187217
961	0.3187501
962	0.3187743
963	0.3187943
964	0.3188102
965	0.3188219
966	0.3188296
967	0.3188331
968	0.3188326
969	0.3188281
970	0.3188196
971	0.3188071
972	0.3187906
973	0.3187703
974	0.318746
975	0.3187178
976	0.3186858
977	0.31865
978	0.3186104
979	0.318567
980	0.3185199
981	0.318469
982	0.3184144
983	0.3183562
984	0.3182943
985	0.3182287
986	0.3181596
987	0.3180869
988	0.3180106
989	0.3179308
990	0.3178474
991	0.3177606
992	0.3176703
993	0.3175766
994	0.3174794
995	0.3173789
996	0.3172749
997	0.3171676
998	0.317057
999	0.3169431
1000	0.3168258
