Wavelenght	Reflectance
566.0	33.464
568.0	31.574
570.0	28.932
572.0	25.829
574.0	22.63
576.0	19.88
578.0	18.005
580.0	17.341
582.0	17.922
584.0	19.554
586.0	21.938
588.0	24.645
590.0	27.356
592.0	29.742
594.0	31.783
596.0	33.189
598.0	33.983999
600.0	34.073
602.0	33.428999
604.0	32.086
606.0	30.116
608.0	27.705
610.0	25.06
612.0	22.45
614.0	20.177
616.0	18.491
618.0	17.592
620.0	17.519
622.0	18.248
624.0	19.674
626.0	21.579
628.0	23.769
630.0	26.083
632.0	28.278
634.0	30.244
636.0	31.794
638.0	32.921
640.0	33.498
642.0	33.535
644.0	33.049
646.0	32.022
648.0	30.591
650.0	28.812
652.0	26.812
654.0	24.705
656.0	22.682
658.0	20.893
660.0	19.424
662.0	18.44
664.0	17.947
666.0	18.048
668.0	18.681
670.0	19.78
672.0	21.24
674.0	22.914
676.0	24.757
678.0	26.557
680.0	28.238
682.0	29.741
684.0	30.924
686.0	31.765
688.0	32.306
690.0	32.456
692.0	32.221
694.0	31.634
696.0	30.719
698.0	29.538
700.0	28.138
702.0	26.573
704.0	25.003
706.0	23.449
708.0	21.973
710.0	20.682
712.0	19.621
714.0	18.851
716.0	18.386
718.0	18.246
720.0	18.454
722.0	18.993
724.0	19.82
726.0	20.904
728.0	22.168
730.0	23.521
732.0	24.924
734.0	26.274
736.0	27.548
738.0	28.665
740.0	29.601
742.0	30.276
744.0	30.755
746.0	30.934
748.0	30.911
750.0	30.615
752.0	30.115
754.0	29.429
756.0	28.55
758.0	27.544
760.0	26.439
762.0	25.363
764.0	24.228
766.0	23.084
768.0	22.128
770.0	21.218
772.0	20.411
774.0	19.751
776.0	19.283
778.0	18.976
780.0	18.763
782.0	18.805
784.0	19.091
786.0	19.521
788.0	20.09
790.0	20.793
792.0	21.619
794.0	22.583
796.0	23.71
798.0	24.711
800.0	25.664
802.0	26.621
804.0	27.429
806.0	28.134
808.0	28.641
810.0	29.018
812.0	29.272
814.0	29.302
816.0	29.231
818.0	29.002
820.0	28.608
822.0	28.141
824.0	27.542
826.0	26.863
828.0	26.142
830.0	25.326
832.0	24.568
834.0	23.777
836.0	23.033
838.0	22.261
840.0	21.589
842.0	20.94
844.0	20.401
846.0	19.893
848.0	19.507
850.0	19.197
852.0	19.013
854.0	18.879
856.0	18.856
858.0	18.962
860.0	19.131
862.0	19.373
864.0	19.713
866.0	20.107
868.0	20.558
870.0	21.055
872.0	21.585
874.0	22.122
876.0	22.614
878.0	23.08
880.0	23.481
882.0	24.105
884.0	24.795
886.0	25.301
888.0	25.636
890.0	25.797
892.0	25.928
894.0	25.952
896.0	25.956
898.0	25.798
900.0	25.67
902.0	25.359
904.0	25.083
906.0	24.635
908.0	24.132
910.0	23.392
912.0	22.64
914.0	21.844
916.0	20.998
918.0	20.197
920.0	19.514
922.0	18.955
924.0	18.495
926.0	18.155
928.0	17.868
930.0	17.667
932.0	17.504
934.0	17.368
936.0	17.314
938.0	17.3
940.0	17.338
942.0	17.319
944.0	17.4
946.0	17.506
948.0	17.645
950.0	17.809
952.0	17.979
954.0	18.191
956.0	18.436
958.0	18.657
960.0	18.961
962.0	19.226
964.0	19.538
966.0	19.836
968.0	20.109
970.0	20.41
972.0	20.686
974.0	20.934
976.0	21.142
978.0	21.39
980.0	21.567
982.0	21.699
984.0	21.813
986.0	21.89
988.0	21.919
990.0	21.947
992.0	21.892
994.0	21.833
996.0	21.713
998.0	21.526
1000.0	21.415
1002.0	21.248
1004.0	21.002
1006.0	20.781
1008.0	20.533
1010.0	20.324
1012.0	20.059
1014.0	19.824
1016.0	19.59
1018.0	19.341
1020.0	19.134
1022.0	18.876
1024.0	18.722
1026.0	18.513
1028.0	18.391
1030.0	18.242
1032.0	18.176
1034.0	18.025
1036.0	18.04
1038.0	17.947
1040.0	17.889
1042.0	17.907
1044.0	17.972
1046.0	18.051
1048.0	18.132
1050.0	18.264
1052.0	18.42
1054.0	18.543
1056.0	18.762
1058.0	18.979
1060.0	19.27
1062.0	19.581
1064.0	19.809
1066.0	20.139
1068.0	20.431
1070.0	20.693
1072.0	20.959
1074.0	21.289
1076.0	21.503
1078.0	21.9
1080.0	22.204
1082.0	22.429
1084.0	22.881
1086.0	23.128
1088.0	23.33
1090.0	23.657
1092.0	23.925
1094.0	24.193
1096.0	24.38
1098.0	24.6
1100.0	24.731
