Wavelenght	Reflectance
200.0	33.292
202.0	33.155
204.0	32.895
206.0	32.802
208.0	32.563
210.0	31.863
212.0	31.125
214.0	30.952
216.0	31.942
218.0	33.472
220.0	34.716
222.0	35.09
224.0	34.74
226.0	33.677
228.0	32.211
230.0	30.511
232.0	28.656
234.0	26.757
236.0	25.013
238.0	23.323
240.0	22.021
242.0	21.291
244.0	20.648
246.0	20.231
248.0	20.584
250.0	20.651
252.0	21.536
254.0	22.086
256.0	22.652
258.0	24.54
260.0	23.741
262.0	27.116
264.0	25.081
266.0	29.116
268.0	27.269
270.0	29.122
272.0	31.511
274.0	26.627
276.0	36.233
278.0	25.502
280.0	34.997
282.0	33.528
284.0	25.865
286.0	40.111
288.0	28.428
290.0	28.574
292.0	41.288
294.0	27.435
296.0	26.93
298.0	41.503
300.0	31.415
302.0	21.639
304.0	37.818
306.0	37.968
308.0	21.192
310.0	27.182
312.0	40.434
314.0	30.91
316.0	17.708
318.0	29.362
320.0	38.826
322.0	28.241
324.0	16.005
326.0	24.906
328.0	31.691
330.0	27.773
332.0	17.332
334.0	15.287
336.0	25.767
338.0	29.623
340.0	22.634
342.0	15.446
344.0	16.057
346.0	25.044
348.0	26.957
350.0	21.558
352.0	17.31
354.0	15.643
356.0	20.986
358.0	25.214
360.0	23.071
362.0	21.015
364.0	19.285
366.0	17.297
368.0	21.194
370.0	22.859
372.0	22.303
374.0	23.435
376.0	21.745
378.0	17.581
380.0	18.205
382.0	19.799
384.0	20.513
386.0	22.917
388.0	24.423
390.0	21.871
392.0	17.51
394.0	15.889
396.0	16.82
398.0	19.571
400.0	23.581
402.0	26.371
404.0	25.267
406.0	20.528
408.0	16.012
410.0	14.778
412.0	16.685
414.0	20.829
416.0	25.332
418.0	28.059
420.0	27.367
422.0	23.207
424.0	17.702
426.0	14.342
428.0	14.864
430.0	18.576
432.0	23.611
434.0	28.022
436.0	30.123
438.0	29.216
440.0	25.277
442.0	19.73
444.0	15.364
446.0	14.315
448.0	16.827
450.0	21.414
452.0	26.164
454.0	29.874
456.0	31.428
458.0	30.54
460.0	27.068
462.0	21.819
464.0	16.872
466.0	14.487
468.0	15.551
470.0	19.129
472.0	23.698
474.0	27.953
476.0	31.085
478.0	32.397
480.0	31.828
482.0	29.176
484.0	24.763
486.0	19.904
488.0	16.126
490.0	14.875
492.0	16.486
494.0	19.991
496.0	24.256
498.0	28.147
500.0	31.162
502.0	32.864
504.0	33.085
506.0	31.699
508.0	28.733
510.0	24.625
512.0	20.31
514.0	17.027
516.0	15.684
518.0	16.599
520.0	19.316
522.0	22.956
524.0	26.68
526.0	29.939
528.0	32.340999
530.0	33.738
532.0	33.884
534.0	32.784
536.0	30.42
538.0	27.096
540.0	23.347
542.0	19.821
544.0	17.363
546.0	16.434
548.0	17.213
550.0	19.395
552.0	22.346
554.0	25.621
556.0	28.619
558.0	31.281
560.0	33.459
562.0	34.46
564.0	34.446
