Wavelength(nm)	R_simulated	R_experimental
2.777500e+02	0.108485	0.344210
2.780000e+02	0.115521	0.348830
2.782500e+02	0.123516	0.353540
2.785000e+02	0.132372	0.358250
2.787500e+02	0.141992	0.362540
2.790000e+02	0.152279	0.366480
2.792500e+02	0.163138	0.370710
2.795000e+02	0.174481	0.375150
2.797500e+02	0.186224	0.379590
2.800000e+02	0.198286	0.383560
2.802500e+02	0.210596	0.386930
2.805000e+02	0.223084	0.390590
2.807500e+02	0.235690	0.394450
2.810000e+02	0.248359	0.397800
2.812500e+02	0.261041	0.401090
2.815000e+02	0.273689	0.404110
2.817500e+02	0.286266	0.406630
2.820000e+02	0.298733	0.408980
2.822500e+02	0.311057	0.411650
2.825000e+02	0.323216	0.414760
2.827500e+02	0.335175	0.417520
2.830000e+02	0.346924	0.419460
2.832500e+02	0.358437	0.421210
2.835000e+02	0.369692	0.422860
2.837500e+02	0.380690	0.424320
2.840000e+02	0.391400	0.425850
2.842500e+02	0.401824	0.427600
2.845000e+02	0.411955	0.429570
2.847500e+02	0.421764	0.431460
2.850000e+02	0.431288	0.433030
2.852500e+02	0.440480	0.434450
2.855000e+02	0.449335	0.435510
2.857500e+02	0.457913	0.436560
2.860000e+02	0.466145	0.437910
2.862500e+02	0.474038	0.439170
2.865000e+02	0.481656	0.440170
2.867500e+02	0.489009	0.440670
2.870000e+02	0.495986	0.441220
2.872500e+02	0.502670	0.441800
2.875000e+02	0.509083	0.442030
2.877500e+02	0.515178	0.442350
2.880000e+02	0.521018	0.443000
2.882500e+02	0.526574	0.443430
2.885000e+02	0.531859	0.443460
2.887500e+02	0.536906	0.443590
2.890000e+02	0.541686	0.443480
2.892500e+02	0.546235	0.442990
2.895000e+02	0.550561	0.442870
2.897500e+02	0.554654	0.442960
2.900000e+02	0.558549	0.442590
2.902500e+02	0.562235	0.441880
2.905000e+02	0.565725	0.441220
2.907500e+02	0.569037	0.440610
2.910000e+02	0.572162	0.440230
2.912500e+02	0.575124	0.439950
2.915000e+02	0.577931	0.439440
2.917500e+02	0.580582	0.438580
2.920000e+02	0.583095	0.437610
2.922500e+02	0.585467	0.436780
2.925000e+02	0.587707	0.435800
2.927500e+02	0.589832	0.434570
2.930000e+02	0.591836	0.433330
2.932500e+02	0.593732	0.432180
2.935000e+02	0.595525	0.431290
2.937500e+02	0.597217	0.430510
2.940000e+02	0.598817	0.429640
2.942500e+02	0.600328	0.428590
2.945000e+02	0.601754	0.427280
2.947500e+02	0.603106	0.425970
2.950000e+02	0.604384	0.425080
2.952500e+02	0.605591	0.424120
2.955000e+02	0.606729	0.422930
2.957500e+02	0.607799	0.421620
2.960000e+02	0.608810	0.420150
2.962500e+02	0.609765	0.418620
2.965000e+02	0.610664	0.417240
2.967500e+02	0.611510	0.415850
2.970000e+02	0.612303	0.414630
2.972500e+02	0.613046	0.413370
2.975000e+02	0.613741	0.412310
2.977500e+02	0.614388	0.411230
2.980000e+02	0.614989	0.410000
2.982500e+02	0.615548	0.408880
2.985000e+02	0.616064	0.407570
2.987500e+02	0.616538	0.406120
2.990000e+02	0.616972	0.404530
2.992500e+02	0.617365	0.402920
2.995000e+02	0.617718	0.401670
2.997500e+02	0.618030	0.400450
3.000000e+02	0.618304	0.399330
3.002500e+02	0.618540	0.398100
3.005000e+02	0.618739	0.396610
3.007500e+02	0.618900	0.394940
3.010000e+02	0.619024	0.393360
3.012500e+02	0.619111	0.391670
3.015000e+02	0.619160	0.389840
3.017500e+02	0.619173	0.388380
3.020000e+02	0.619149	0.386890
3.022500e+02	0.619088	0.385470
3.025000e+02	0.618990	0.384160
3.027500e+02	0.618855	0.382720
3.030000e+02	0.618686	0.381260
3.032500e+02	0.618481	0.379750
3.035000e+02	0.618240	0.378130
3.037500e+02	0.617962	0.376280
3.040000e+02	0.617648	0.374540
3.042500e+02	0.617297	0.372910
3.045000e+02	0.616910	0.371460
3.047500e+02	0.616486	0.370090
3.050000e+02	0.616025	0.368570
3.052500e+02	0.615529	0.367050
3.055000e+02	0.614997	0.365680
3.057500e+02	0.614427	0.364300
3.060000e+02	0.613821	0.362760
3.062500e+02	0.613179	0.360990
3.065000e+02	0.612499	0.359510
3.067500e+02	0.611781	0.358030
3.070000e+02	0.611026	0.356250
3.072500e+02	0.610234	0.354630
3.075000e+02	0.609404	0.352940
3.077500e+02	0.608536	0.350880
3.080000e+02	0.607631	0.349010
3.082500e+02	0.606687	0.347410
3.085000e+02	0.605704	0.345800
3.087500e+02	0.604682	0.344180
3.090000e+02	0.603621	0.342180
3.092500e+02	0.602521	0.340350
3.095000e+02	0.601381	0.338560
3.097500e+02	0.600201	0.336720
3.100000e+02	0.598982	0.334970
3.102500e+02	0.597722	0.333250
3.105000e+02	0.596421	0.331320
3.107500e+02	0.595078	0.329610
3.110000e+02	0.593694	0.328000
3.112500e+02	0.592269	0.326570
3.115000e+02	0.590801	0.325250
3.117500e+02	0.589291	0.323230
3.120000e+02	0.587738	0.320840
3.122500e+02	0.586142	0.318920
3.125000e+02	0.584502	0.316970
3.127500e+02	0.582819	0.314770
3.130000e+02	0.581091	0.312730
3.132500e+02	0.579319	0.310870
3.135000e+02	0.577502	0.309130
3.137500e+02	0.575640	0.307040
3.140000e+02	0.573732	0.305180
3.142500e+02	0.571777	0.303720
3.145000e+02	0.569777	0.301740
3.147500e+02	0.567730	0.299530
3.150000e+02	0.565636	0.297270
3.152500e+02	0.563493	0.294920
3.155000e+02	0.561302	0.292990
3.157500e+02	0.559063	0.291510
3.160000e+02	0.556775	0.289570
3.162500e+02	0.554437	0.287410
3.165000e+02	0.552051	0.285570
3.167500e+02	0.549614	0.283610
3.170000e+02	0.547128	0.281290
3.172500e+02	0.544590	0.279450
3.175000e+02	0.542001	0.277530
3.177500e+02	0.539360	0.275040
3.180000e+02	0.536668	0.272820
3.182500e+02	0.533923	0.270770
3.185000e+02	0.531125	0.268490
3.187500e+02	0.528275	0.266320
3.190000e+02	0.525371	0.264260
3.192500e+02	0.522414	0.262310
3.195000e+02	0.519402	0.260490
3.197500e+02	0.516336	0.258530
3.200000e+02	0.513215	0.256380
3.202500e+02	0.510039	0.253960
3.205000e+02	0.506807	0.251490
3.207500e+02	0.503520	0.249430
3.210000e+02	0.500177	0.247210
3.212500e+02	0.496777	0.244790
3.215000e+02	0.493321	0.242730
3.217500e+02	0.489808	0.240590
3.220000e+02	0.486239	0.238510
3.222500e+02	0.482612	0.236250
3.225000e+02	0.478928	0.233950
3.227500e+02	0.475186	0.231660
3.230000e+02	0.471387	0.229340
3.232500e+02	0.467529	0.227170
3.235000e+02	0.463614	0.224980
3.237500e+02	0.459641	0.222570
3.240000e+02	0.455610	0.219980
3.242500e+02	0.451520	0.217540
3.245000e+02	0.447372	0.215430
3.247500e+02	0.443166	0.213350
3.250000e+02	0.438902	0.210800
3.252500e+02	0.434580	0.208780
3.255000e+02	0.430201	0.207030
3.257500e+02	0.425763	0.204590
3.260000e+02	0.421269	0.202470
3.262500e+02	0.416717	0.200810
3.265000e+02	0.412108	0.198370
3.267500e+02	0.407443	0.195540
3.270000e+02	0.402721	0.193120
3.272500e+02	0.397944	0.191020
3.275000e+02	0.393111	0.188700
3.277500e+02	0.388224	0.185940
3.280000e+02	0.383282	0.183450
3.282500e+02	0.378288	0.181180
3.285000e+02	0.373240	0.178670
3.287500e+02	0.368141	0.176250
3.290000e+02	0.362991	0.174020
3.292500e+02	0.357790	0.172160
3.295000e+02	0.352541	0.170220
3.297500e+02	0.347243	0.167510
3.300000e+02	0.341898	0.165410
3.302500e+02	0.336508	0.162870
3.305000e+02	0.331073	0.159800
3.307500e+02	0.325595	0.157590
3.310000e+02	0.320076	0.155630
3.312500e+02	0.314516	0.153050
3.315000e+02	0.308919	0.150890
3.317500e+02	0.303286	0.148590
3.320000e+02	0.297617	0.146020
3.322500e+02	0.291917	0.144080
3.325000e+02	0.286185	0.141950
3.327500e+02	0.280426	0.139800
3.330000e+02	0.274640	0.137490
3.332500e+02	0.268831	0.135230
3.335000e+02	0.263001	0.132770
3.337500e+02	0.257152	0.130540
3.340000e+02	0.251288	0.128280
3.342500e+02	0.245411	0.126240
3.345000e+02	0.239524	0.124120
3.347500e+02	0.233630	0.122140
3.350000e+02	0.227733	0.119970
3.352500e+02	0.221836	0.117510
3.355000e+02	0.215941	0.115060
3.357500e+02	0.210054	0.113050
3.360000e+02	0.204177	0.110950
3.362500e+02	0.198315	0.108500
3.365000e+02	0.192471	0.106220
3.367500e+02	0.186650	0.104370
3.370000e+02	0.180855	0.102220
3.372500e+02	0.175092	0.100200
3.375000e+02	0.169363	0.098860
3.377500e+02	0.163674	0.096970
3.380000e+02	0.158030	0.094650
3.382500e+02	0.152434	0.093060
3.385000e+02	0.146893	0.091200
3.387500e+02	0.141410	0.088580
3.390000e+02	0.135990	0.087010
3.392500e+02	0.130640	0.085350
3.395000e+02	0.125363	0.083180
3.397500e+02	0.120164	0.081520
3.400000e+02	0.115050	0.079980
3.402500e+02	0.110024	0.077680
3.405000e+02	0.105092	0.076470
3.407500e+02	0.100260	0.075130
3.410000e+02	0.095532	0.072710
3.412500e+02	0.090914	0.070960
3.415000e+02	0.086411	0.069770
3.417500e+02	0.082029	0.068550
3.420000e+02	0.077772	0.066920
3.422500e+02	0.073644	0.064870
3.425000e+02	0.069652	0.064220
3.427500e+02	0.065799	0.063840
3.430000e+02	0.062091	0.061490
3.432500e+02	0.058533	0.059810
3.435000e+02	0.055128	0.059350
3.437500e+02	0.051882	0.057760
3.440000e+02	0.048797	0.056410
3.442500e+02	0.045880	0.055790
3.445000e+02	0.043132	0.054510
3.447500e+02	0.040558	0.053400
3.450000e+02	0.038160	0.052990
3.452500e+02	0.035944	0.051740
3.455000e+02	0.033910	0.050400
3.457500e+02	0.032062	0.050010
3.460000e+02	0.030403	0.049260
3.462500e+02	0.028934	0.048400
3.465000e+02	0.027658	0.047890
3.467500e+02	0.026576	0.047340
3.470000e+02	0.025689	0.046850
3.472500e+02	0.024999	0.046080
3.475000e+02	0.024507	0.045520
3.477500e+02	0.024212	0.045570
3.480000e+02	0.024115	0.045160
3.482500e+02	0.024216	0.044850
3.485000e+02	0.024516	0.044690
3.487500e+02	0.025014	0.044660
3.490000e+02	0.025708	0.045060
3.492500e+02	0.026597	0.044510
3.495000e+02	0.027681	0.043910
3.497500e+02	0.028958	0.044240
3.500000e+02	0.030425	0.044820
3.502500e+02	0.032083	0.044550
3.505000e+02	0.033928	0.044630
3.507500e+02	0.035957	0.045020
3.510000e+02	0.038170	0.045230
3.512500e+02	0.040563	0.045350
3.515000e+02	0.043133	0.046360
3.517500e+02	0.045877	0.046680
3.520000e+02	0.048794	0.046610
3.522500e+02	0.051879	0.047580
3.525000e+02	0.055129	0.048520
3.527500e+02	0.058542	0.048990
3.530000e+02	0.062114	0.049470
3.532500e+02	0.065841	0.050340
3.535000e+02	0.069720	0.051450
3.537500e+02	0.073747	0.052260
3.540000e+02	0.077919	0.053370
3.542500e+02	0.082232	0.054240
3.545000e+02	0.086682	0.054750
3.547500e+02	0.091265	0.056530
3.550000e+02	0.095977	0.057880
3.552500e+02	0.100814	0.058270
3.555000e+02	0.105772	0.059590
3.557500e+02	0.110846	0.061050
3.560000e+02	0.116031	0.062300
3.562500e+02	0.121322	0.064030
3.565000e+02	0.126715	0.065030
3.567500e+02	0.132206	0.066580
3.570000e+02	0.137789	0.068760
3.572500e+02	0.143460	0.069540
3.575000e+02	0.149210	0.070480
3.577500e+02	0.155036	0.072700
3.580000e+02	0.160934	0.074910
3.582500e+02	0.166895	0.076100
3.585000e+02	0.172913	0.077920
3.587500e+02	0.178985	0.079940
3.590000e+02	0.185103	0.081070
3.592500e+02	0.191260	0.083020
3.595000e+02	0.197452	0.084880
3.597500e+02	0.203672	0.086160
3.600000e+02	0.209912	0.087900
3.602500e+02	0.216167	0.090060
3.605000e+02	0.222432	0.091600
3.607500e+02	0.228699	0.092870
3.610000e+02	0.234961	0.094580
3.612500e+02	0.241215	0.096520
3.615000e+02	0.247453	0.098220
3.617500e+02	0.253668	0.100110
3.620000e+02	0.259856	0.102020
3.622500e+02	0.266013	0.102890
3.625000e+02	0.272130	0.104340
3.627500e+02	0.278205	0.106770
3.630000e+02	0.284234	0.108440
3.632500e+02	0.290209	0.109660
3.635000e+02	0.296122	0.111800
3.637500e+02	0.301975	0.113930
3.640000e+02	0.307762	0.115230
3.642500e+02	0.313476	0.116720
3.645000e+02	0.319119	0.118660
3.647500e+02	0.324687	0.120470
3.650000e+02	0.330170	0.122200
3.652500e+02	0.335569	0.124110
3.655000e+02	0.340884	0.125390
3.657500e+02	0.346108	0.126910
3.660000e+02	0.351239	0.128610
3.662500e+02	0.356282	0.130030
3.665000e+02	0.361231	0.131410
3.667500e+02	0.366077	0.133130
3.670000e+02	0.370828	0.134600
3.672500e+02	0.375482	0.135760
3.675000e+02	0.380032	0.137600
3.677500e+02	0.384478	0.139160
3.680000e+02	0.388828	0.140440
3.682500e+02	0.393073	0.142000
3.685000e+02	0.397209	0.143520
3.687500e+02	0.401250	0.144780
3.690000e+02	0.405190	0.145990
3.692500e+02	0.409018	0.147210
3.695000e+02	0.412746	0.148550
3.697500e+02	0.416379	0.149760
3.700000e+02	0.419905	0.151310
3.702500e+02	0.423319	0.152630
3.705000e+02	0.426649	0.154020
3.707500e+02	0.429878	0.155480
3.710000e+02	0.432987	0.157050
3.712500e+02	0.436021	0.158400
3.715000e+02	0.438969	0.159160
3.717500e+02	0.441788	0.160230
3.720000e+02	0.444479	0.161700
3.722500e+02	0.447113	0.162680
3.725000e+02	0.449687	0.163620
3.727500e+02	0.452190	0.164750
3.730000e+02	0.454564	0.165790
3.732500e+02	0.456832	0.166930
3.735000e+02	0.459036	0.167690
3.737500e+02	0.461169	0.168320
3.740000e+02	0.463195	0.169120
3.742500e+02	0.465142	0.170060
3.745000e+02	0.467028	0.170810
3.747500e+02	0.468827	0.171650
3.750000e+02	0.470546	0.172550
3.752500e+02	0.472201	0.173310
3.755000e+02	0.473787	0.173650
3.757500e+02	0.475296	0.174270
3.760000e+02	0.476741	0.175180
3.762500e+02	0.478128	0.176280
3.765000e+02	0.479445	0.177460
3.767500e+02	0.480701	0.178520
3.770000e+02	0.481903	0.178920
3.772500e+02	0.483048	0.179640
3.775000e+02	0.484134	0.180180
3.777500e+02	0.485169	0.180210
3.780000e+02	0.486157	0.180720
3.782500e+02	0.487093	0.181250
3.785000e+02	0.487981	0.181840
3.787500e+02	0.488828	0.182510
3.790000e+02	0.489630	0.183200
3.792500e+02	0.490388	0.183550
3.795000e+02	0.491108	0.183650
3.797500e+02	0.491792	0.183890
3.800000e+02	0.492438	0.184710
3.802500e+02	0.493048	0.185540
3.805000e+02	0.493627	0.186400
3.807500e+02	0.494173	0.186730
3.810000e+02	0.494688	0.187280
3.812500e+02	0.495174	0.187520
3.815000e+02	0.495633	0.188500
3.817500e+02	0.496063	0.189180
3.820000e+02	0.496468	0.189540
3.822500e+02	0.496849	0.190000
3.825000e+02	0.497205	0.190200
3.827500e+02	0.497538	0.190310
3.830000e+02	0.497848	0.190460
3.832500e+02	0.498138	0.191070
3.835000e+02	0.498407	0.191900
3.837500e+02	0.498655	0.192800
3.840000e+02	0.498883	0.192770
3.842500e+02	0.499093	0.192810
3.845000e+02	0.499283	0.192980
3.847500e+02	0.499455	0.193390
3.850000e+02	0.499610	0.193680
3.852500e+02	0.499747	0.194310
3.855000e+02	0.499867	0.194250
3.857500e+02	0.499970	0.194080
3.860000e+02	0.500054	0.194550
3.862500e+02	0.500122	0.194830
3.865000e+02	0.500173	0.194970
3.867500e+02	0.500208	0.194850
3.870000e+02	0.500226	0.194910
3.872500e+02	0.500227	0.195130
3.875000e+02	0.500213	0.195470
3.877500e+02	0.500182	0.195860
3.880000e+02	0.500134	0.195870
3.882500e+02	0.500071	0.195680
3.885000e+02	0.499992	0.195390
3.887500e+02	0.499898	0.195150
3.890000e+02	0.499787	0.195260
3.892500e+02	0.499661	0.195970
3.895000e+02	0.499517	0.196760
3.897500e+02	0.499357	0.197060
3.900000e+02	0.499182	0.197470
3.902500e+02	0.498990	0.197620
3.905000e+02	0.498784	0.197080
3.907500e+02	0.498562	0.197200
3.910000e+02	0.498324	0.197960
3.912500e+02	0.498069	0.197940
3.915000e+02	0.497799	0.197450
3.917500e+02	0.497512	0.197500
3.920000e+02	0.497211	0.197960
3.922500e+02	0.496894	0.197860
3.925000e+02	0.496562	0.197590
3.927500e+02	0.496215	0.197270
3.930000e+02	0.495852	0.196870
3.932500e+02	0.495473	0.196220
3.935000e+02	0.495080	0.196130
