Wavelength(nm)	n	k
9.230000e+02	2.090812	0.000000
9.240000e+02	2.090780	0.000000
9.250000e+02	2.090748	0.000000
9.260000e+02	2.090717	0.000000
9.270000e+02	2.090685	0.000000
9.280000e+02	2.090654	0.000000
9.290000e+02	2.090622	0.000000
9.300000e+02	2.090591	0.000000
9.310000e+02	2.090560	0.000000
9.320000e+02	2.090529	0.000000
9.330000e+02	2.090498	0.000000
9.340000e+02	2.090467	0.000000
9.350000e+02	2.090437	0.000000
9.360000e+02	2.090406	0.000000
9.370000e+02	2.090376	0.000000
9.380000e+02	2.090345	0.000000
9.390000e+02	2.090315	0.000000
9.400000e+02	2.090285	0.000000
9.410000e+02	2.090255	0.000000
9.420000e+02	2.090225	0.000000
9.430000e+02	2.090195	0.000000
9.440000e+02	2.090165	0.000000
9.450000e+02	2.090135	0.000000
9.460000e+02	2.090106	0.000000
9.470000e+02	2.090076	0.000000
9.480000e+02	2.090047	0.000000
9.490000e+02	2.090017	0.000000
9.500000e+02	2.089988	0.000000
9.510000e+02	2.089959	0.000000
9.520000e+02	2.089930	0.000000
9.530000e+02	2.089901	0.000000
9.540000e+02	2.089872	0.000000
9.550000e+02	2.089843	0.000000
9.560000e+02	2.089815	0.000000
9.570000e+02	2.089786	0.000000
9.580000e+02	2.089758	0.000000
9.590000e+02	2.089729	0.000000
9.600000e+02	2.089701	0.000000
9.610000e+02	2.089673	0.000000
9.620000e+02	2.089645	0.000000
9.630000e+02	2.089617	0.000000
9.640000e+02	2.089589	0.000000
9.650000e+02	2.089561	0.000000
9.660000e+02	2.089533	0.000000
9.670000e+02	2.089505	0.000000
9.680000e+02	2.089478	0.000000
9.690000e+02	2.089450	0.000000
9.700000e+02	2.089423	0.000000
9.710000e+02	2.089396	0.000000
9.720000e+02	2.089368	0.000000
9.730000e+02	2.089341	0.000000
9.740000e+02	2.089314	0.000000
9.750000e+02	2.089287	0.000000
9.760000e+02	2.089260	0.000000
9.770000e+02	2.089233	0.000000
9.780000e+02	2.089207	0.000000
9.790000e+02	2.089180	0.000000
9.800000e+02	2.089154	0.000000
9.810000e+02	2.089127	0.000000
9.820000e+02	2.089101	0.000000
9.830000e+02	2.089074	0.000000
9.840000e+02	2.089048	0.000000
9.850000e+02	2.089022	0.000000
9.860000e+02	2.088996	0.000000
9.870000e+02	2.088970	0.000000
9.880000e+02	2.088944	0.000000
9.890000e+02	2.088918	0.000000
9.900000e+02	2.088892	0.000000
9.910000e+02	2.088867	0.000000
9.920000e+02	2.088841	0.000000
9.930000e+02	2.088816	0.000000
9.940000e+02	2.088790	0.000000
9.950000e+02	2.088765	0.000000
9.960000e+02	2.088740	0.000000
9.970000e+02	2.088714	0.000000
9.980000e+02	2.088689	0.000000
9.990000e+02	2.088664	0.000000
1.000000e+03	2.088639	0.000000
1.001000e+03	2.088614	0.000000
1.002000e+03	2.088590	0.000000
1.003000e+03	2.088565	0.000000
1.004000e+03	2.088540	0.000000
1.005000e+03	2.088516	0.000000
1.006000e+03	2.088491	0.000000
1.007000e+03	2.088467	0.000000
1.008000e+03	2.088442	0.000000
1.009000e+03	2.088418	0.000000
1.010000e+03	2.088394	0.000000
1.011000e+03	2.088370	0.000000
1.012000e+03	2.088346	0.000000
1.013000e+03	2.088322	0.000000
1.014000e+03	2.088298	0.000000
1.015000e+03	2.088274	0.000000
1.016000e+03	2.088250	0.000000
1.017000e+03	2.088227	0.000000
1.018000e+03	2.088203	0.000000
1.019000e+03	2.088179	0.000000
1.020000e+03	2.088156	0.000000
1.021000e+03	2.088132	0.000000
1.022000e+03	2.088109	0.000000
1.023000e+03	2.088086	0.000000
1.024000e+03	2.088063	0.000000
1.025000e+03	2.088039	0.000000
1.026000e+03	2.088016	0.000000
1.027000e+03	2.087993	0.000000
1.028000e+03	2.087970	0.000000
1.029000e+03	2.087948	0.000000
1.030000e+03	2.087925	0.000000
1.031000e+03	2.087902	0.000000
1.032000e+03	2.087879	0.000000
1.033000e+03	2.087857	0.000000
1.034000e+03	2.087834	0.000000
1.035000e+03	2.087812	0.000000
1.036000e+03	2.087789	0.000000
1.037000e+03	2.087767	0.000000
1.038000e+03	2.087745	0.000000
1.039000e+03	2.087723	0.000000
1.040000e+03	2.087701	0.000000
1.041000e+03	2.087679	0.000000
1.042000e+03	2.087657	0.000000
1.043000e+03	2.087635	0.000000
1.044000e+03	2.087613	0.000000
1.045000e+03	2.087591	0.000000
1.046000e+03	2.087569	0.000000
1.047000e+03	2.087547	0.000000
1.048000e+03	2.087526	0.000000
1.049000e+03	2.087504	0.000000
1.050000e+03	2.087483	0.000000
1.051000e+03	2.087461	0.000000
1.052000e+03	2.087440	0.000000
1.053000e+03	2.087419	0.000000
1.054000e+03	2.087398	0.000000
1.055000e+03	2.087376	0.000000
1.056000e+03	2.087355	0.000000
1.057000e+03	2.087334	0.000000
1.058000e+03	2.087313	0.000000
1.059000e+03	2.087292	0.000000
1.060000e+03	2.087271	0.000000
1.061000e+03	2.087251	0.000000
1.062000e+03	2.087230	0.000000
1.063000e+03	2.087209	0.000000
1.064000e+03	2.087188	0.000000
1.065000e+03	2.087168	0.000000
1.066000e+03	2.087147	0.000000
1.067000e+03	2.087127	0.000000
1.068000e+03	2.087107	0.000000
1.069000e+03	2.087086	0.000000
1.070000e+03	2.087066	0.000000
1.071000e+03	2.087046	0.000000
1.072000e+03	2.087026	0.000000
1.073000e+03	2.087005	0.000000
1.074000e+03	2.086985	0.000000
1.075000e+03	2.086965	0.000000
1.076000e+03	2.086945	0.000000
1.077000e+03	2.086926	0.000000
1.078000e+03	2.086906	0.000000
1.079000e+03	2.086886	0.000000
1.080000e+03	2.086866	0.000000
1.081000e+03	2.086847	0.000000
1.082000e+03	2.086827	0.000000
1.083000e+03	2.086807	0.000000
1.084000e+03	2.086788	0.000000
1.085000e+03	2.086769	0.000000
1.086000e+03	2.086749	0.000000
1.087000e+03	2.086730	0.000000
1.088000e+03	2.086711	0.000000
1.089000e+03	2.086691	0.000000
1.090000e+03	2.086672	0.000000
1.091000e+03	2.086653	0.000000
1.092000e+03	2.086634	0.000000
1.093000e+03	2.086615	0.000000
1.094000e+03	2.086596	0.000000
1.095000e+03	2.086577	0.000000
1.096000e+03	2.086558	0.000000
1.097000e+03	2.086540	0.000000
1.098000e+03	2.086521	0.000000
1.099000e+03	2.086502	0.000000
1.100000e+03	2.086484	0.000000
