Wavelength(nm)	R_simulated	R_experimental
2.000000e+02	0.384225	0.411320
2.002500e+02	0.438767	0.409940
2.005000e+02	0.462479	0.411070
2.007500e+02	0.475073	0.414300
2.010000e+02	0.482288	0.415880
2.012500e+02	0.486456	0.419770
2.015000e+02	0.488715	0.423480
2.017500e+02	0.489694	0.426660
2.020000e+02	0.489771	0.432680
2.022500e+02	0.489188	0.441840
2.025000e+02	0.488115	0.453910
2.027500e+02	0.486673	0.466870
2.030000e+02	0.484953	0.479560
2.032500e+02	0.483033	0.494080
2.035000e+02	0.480981	0.509860
2.037500e+02	0.478861	0.520970
2.040000e+02	0.476737	0.531770
2.042500e+02	0.474683	0.540100
2.045000e+02	0.472786	0.543580
2.047500e+02	0.471151	0.547650
2.050000e+02	0.469920	0.550200
2.052500e+02	0.469286	0.550250
2.055000e+02	0.469525	0.547110
2.057500e+02	0.471068	0.540180
2.060000e+02	0.474639	0.531690
2.062500e+02	0.481635	0.521580
2.065000e+02	0.495866	0.507830
2.067500e+02	0.513113	0.491540
2.070000e+02	0.514212	0.473090
2.072500e+02	0.538973	0.452660
2.075000e+02	0.537718	0.430740
2.077500e+02	0.483185	0.406180
2.080000e+02	0.430976	0.379100
2.082500e+02	0.378812	0.350170
2.085000e+02	0.326711	0.322560
2.087500e+02	0.275538	0.296970
2.090000e+02	0.226718	0.272060
2.092500e+02	0.182075	0.248680
2.095000e+02	0.143625	0.227700
2.097500e+02	0.113284	0.210590
2.100000e+02	0.092547	0.196800
2.102500e+02	0.082203	0.186050
2.105000e+02	0.082201	0.180630
2.107500e+02	0.091699	0.179650
2.110000e+02	0.109263	0.182730
2.112500e+02	0.133154	0.190480
2.115000e+02	0.161592	0.201540
2.117500e+02	0.192952	0.217870
2.120000e+02	0.225867	0.238440
2.122500e+02	0.259263	0.258690
2.125000e+02	0.292344	0.281450
2.127500e+02	0.324550	0.307180
2.130000e+02	0.355509	0.333360
2.132500e+02	0.384992	0.360260
2.135000e+02	0.412877	0.387270
2.137500e+02	0.439115	0.413630
2.140000e+02	0.463712	0.440100
2.142500e+02	0.486709	0.466950
2.145000e+02	0.508163	0.492710
2.147500e+02	0.528148	0.517380
2.150000e+02	0.546745	0.541420
2.152500e+02	0.564038	0.563160
2.155000e+02	0.580113	0.583760
2.157500e+02	0.595052	0.604440
2.160000e+02	0.608930	0.623620
2.162500e+02	0.621824	0.642220
2.165000e+02	0.633801	0.659350
2.167500e+02	0.644929	0.674540
2.170000e+02	0.655266	0.690450
2.172500e+02	0.664868	0.706530
2.175000e+02	0.673788	0.720970
2.177500e+02	0.682072	0.734520
2.180000e+02	0.689764	0.746600
2.182500e+02	0.696904	0.756300
2.185000e+02	0.703528	0.765770
2.187500e+02	0.709669	0.774940
2.190000e+02	0.715357	0.784960
2.192500e+02	0.720621	0.792510
2.195000e+02	0.725486	0.796740
2.197500e+02	0.729976	0.801470
2.200000e+02	0.734110	0.807050
2.202500e+02	0.737907	0.813670
2.205000e+02	0.741387	0.820340
2.207500e+02	0.744563	0.824820
2.210000e+02	0.747451	0.828520
2.212500e+02	0.750064	0.832730
2.215000e+02	0.752413	0.835780
2.217500e+02	0.754509	0.837370
2.220000e+02	0.756361	0.837620
2.222500e+02	0.757979	0.837820
2.225000e+02	0.759369	0.840100
2.227500e+02	0.760539	0.841110
2.230000e+02	0.761494	0.841150
2.232500e+02	0.762240	0.840540
2.235000e+02	0.762781	0.839000
2.237500e+02	0.763122	0.838170
2.240000e+02	0.763267	0.837850
2.242500e+02	0.763217	0.837860
2.245000e+02	0.762977	0.834690
2.247500e+02	0.762549	0.830330
2.250000e+02	0.761934	0.826040
2.252500e+02	0.761133	0.822610
2.255000e+02	0.760147	0.819090
2.257500e+02	0.758977	0.814470
2.260000e+02	0.757624	0.809120
2.262500e+02	0.756087	0.803460
2.265000e+02	0.754367	0.798330
2.267500e+02	0.752463	0.792680
2.270000e+02	0.750374	0.786340
2.272500e+02	0.748100	0.779580
2.275000e+02	0.745638	0.772570
2.277500e+02	0.742990	0.764660
2.280000e+02	0.740153	0.756070
2.282500e+02	0.737126	0.746140
2.285000e+02	0.733907	0.734590
2.287500e+02	0.730495	0.724870
2.290000e+02	0.726886	0.715530
2.292500e+02	0.723080	0.705600
2.295000e+02	0.719076	0.695990
2.297500e+02	0.714870	0.685230
2.300000e+02	0.710458	0.672900
2.302500e+02	0.705840	0.659810
2.305000e+02	0.701013	0.646840
2.307500e+02	0.695975	0.633570
2.310000e+02	0.690724	0.620190
2.312500e+02	0.685255	0.606270
2.315000e+02	0.679565	0.590910
2.317500e+02	0.673651	0.574120
2.320000e+02	0.667508	0.557830
2.322500e+02	0.661134	0.542460
2.325000e+02	0.654532	0.526550
2.327500e+02	0.647688	0.510410
2.330000e+02	0.640605	0.494490
2.332500e+02	0.633275	0.478820
2.335000e+02	0.625695	0.463460
2.337500e+02	0.617862	0.447480
2.340000e+02	0.609768	0.430610
2.342500e+02	0.601410	0.413450
2.345000e+02	0.592780	0.396780
2.347500e+02	0.583879	0.381000
2.350000e+02	0.574695	0.365330
2.352500e+02	0.565230	0.349130
2.355000e+02	0.555469	0.332660
2.357500e+02	0.545416	0.316190
2.360000e+02	0.535054	0.300230
2.362500e+02	0.524387	0.284840
2.365000e+02	0.513405	0.269990
2.367500e+02	0.502105	0.255680
2.370000e+02	0.490479	0.242070
2.372500e+02	0.478524	0.229240
2.375000e+02	0.466240	0.216580
2.377500e+02	0.453613	0.204280
2.380000e+02	0.440680	0.193190
2.382500e+02	0.427389	0.182830
2.385000e+02	0.413743	0.173260
2.387500e+02	0.399796	0.164590
2.390000e+02	0.385525	0.156630
2.392500e+02	0.370942	0.150150
2.395000e+02	0.356064	0.144270
2.397500e+02	0.340906	0.139120
2.400000e+02	0.325495	0.135500
2.402500e+02	0.309857	0.132400
2.405000e+02	0.294030	0.130200
2.407500e+02	0.278054	0.129310
2.410000e+02	0.261982	0.128870
2.412500e+02	0.245868	0.129700
2.415000e+02	0.229781	0.131470
2.417500e+02	0.213795	0.133830
2.420000e+02	0.197996	0.137100
2.422500e+02	0.182476	0.141130
2.425000e+02	0.167335	0.145750
2.427500e+02	0.152686	0.150980
2.430000e+02	0.138642	0.157060
2.432500e+02	0.125329	0.163750
2.435000e+02	0.112865	0.170820
2.437500e+02	0.101380	0.178070
2.440000e+02	0.090991	0.185820
2.442500e+02	0.081822	0.194020
2.445000e+02	0.073974	0.202550
2.447500e+02	0.067544	0.211540
2.450000e+02	0.062620	0.220590
2.452500e+02	0.059259	0.229470
2.455000e+02	0.057504	0.238700
2.457500e+02	0.057381	0.248110
2.460000e+02	0.058884	0.257410
2.462500e+02	0.061993	0.266660
2.465000e+02	0.066662	0.276070
2.467500e+02	0.072828	0.285590
2.470000e+02	0.080409	0.295060
2.472500e+02	0.089310	0.304410
2.475000e+02	0.099424	0.313660
2.477500e+02	0.110636	0.323160
2.480000e+02	0.122823	0.332440
2.482500e+02	0.135863	0.341580
2.485000e+02	0.149635	0.350820
2.487500e+02	0.164022	0.359640
2.490000e+02	0.178908	0.368020
2.492500e+02	0.194182	0.376270
2.495000e+02	0.209745	0.384590
2.497500e+02	0.225508	0.392880
2.500000e+02	0.241387	0.401010
2.502500e+02	0.257305	0.408840
2.505000e+02	0.273193	0.416440
2.507500e+02	0.288995	0.423690
2.510000e+02	0.304659	0.430540
2.512500e+02	0.320141	0.437260
2.515000e+02	0.335405	0.443750
2.517500e+02	0.350418	0.450000
2.520000e+02	0.365153	0.456200
2.522500e+02	0.379590	0.462530
2.525000e+02	0.393713	0.468550
2.527500e+02	0.407509	0.473920
2.530000e+02	0.420968	0.478810
2.532500e+02	0.434085	0.483500
2.535000e+02	0.446854	0.488290
2.537500e+02	0.459275	0.492920
2.540000e+02	0.471345	0.497140
2.542500e+02	0.483070	0.500960
2.545000e+02	0.494452	0.504840
2.547500e+02	0.505495	0.508860
2.550000e+02	0.516203	0.512700
2.552500e+02	0.526582	0.516170
2.555000e+02	0.536638	0.519220
2.557500e+02	0.546377	0.522340
2.560000e+02	0.555807	0.525610
2.562500e+02	0.564936	0.528790
2.565000e+02	0.573772	0.531560
2.567500e+02	0.582321	0.534010
2.570000e+02	0.590591	0.536290
2.572500e+02	0.598591	0.538760
2.575000e+02	0.606329	0.541330
2.577500e+02	0.613811	0.543460
2.580000e+02	0.621045	0.545160
2.582500e+02	0.628039	0.546690
2.585000e+02	0.634799	0.548160
