Wavelength(nm)	R_simulated	R_experimental
2.000000e+02	0.330959	0.326700
2.002500e+02	0.331859	0.322770
2.005000e+02	0.332705	0.322470
2.007500e+02	0.333497	0.323350
2.010000e+02	0.334233	0.314480
2.012500e+02	0.334913	0.314730
2.015000e+02	0.335537	0.313850
2.017500e+02	0.336103	0.304830
2.020000e+02	0.336610	0.299000
2.022500e+02	0.337058	0.291190
2.025000e+02	0.337447	0.285630
2.027500e+02	0.337776	0.278710
2.030000e+02	0.338043	0.272110
2.032500e+02	0.338249	0.260030
2.035000e+02	0.338392	0.249260
2.037500e+02	0.338472	0.247710
2.040000e+02	0.338489	0.238790
2.042500e+02	0.338441	0.236050
2.045000e+02	0.338328	0.236640
2.047500e+02	0.338149	0.241490
2.050000e+02	0.337904	0.260730
2.052500e+02	0.337592	0.273800
2.055000e+02	0.337212	0.289350
2.057500e+02	0.336763	0.306480
2.060000e+02	0.336245	0.324740
2.062500e+02	0.335657	0.346160
2.065000e+02	0.334998	0.365850
2.067500e+02	0.334267	0.382140
2.070000e+02	0.333464	0.397210
2.072500e+02	0.332587	0.412700
2.075000e+02	0.331636	0.427250
2.077500e+02	0.330609	0.436560
2.080000e+02	0.329507	0.449300
2.082500e+02	0.328328	0.456490
2.085000e+02	0.327070	0.463450
2.087500e+02	0.325733	0.473460
2.090000e+02	0.324315	0.481600
2.092500e+02	0.322816	0.488780
2.095000e+02	0.321234	0.495280
2.097500e+02	0.319568	0.501420
2.100000e+02	0.317817	0.506370
2.102500e+02	0.315978	0.509350
2.105000e+02	0.314051	0.512460
2.107500e+02	0.312034	0.513980
2.110000e+02	0.309927	0.513320
2.112500e+02	0.307726	0.512650
2.115000e+02	0.305431	0.510590
2.117500e+02	0.303040	0.509650
2.120000e+02	0.300550	0.508360
2.122500e+02	0.297961	0.501530
2.125000e+02	0.295270	0.495310
2.127500e+02	0.292475	0.491010
2.130000e+02	0.289576	0.483440
2.132500e+02	0.286568	0.474210
2.135000e+02	0.283452	0.465440
2.137500e+02	0.280226	0.455290
2.140000e+02	0.276887	0.442990
2.142500e+02	0.273435	0.432520
2.145000e+02	0.269868	0.420470
2.147500e+02	0.266187	0.406140
2.150000e+02	0.262393	0.393020
2.152500e+02	0.258488	0.377860
2.155000e+02	0.254473	0.362060
2.157500e+02	0.250355	0.346970
2.160000e+02	0.246141	0.331660
2.162500e+02	0.241846	0.314380
2.165000e+02	0.237488	0.296060
2.167500e+02	0.233096	0.279530
2.170000e+02	0.228714	0.264690
2.172500e+02	0.224407	0.249950
2.175000e+02	0.220277	0.235340
2.177500e+02	0.216489	0.221170
2.180000e+02	0.213323	0.207350
