Wavelength(nm)	R_simulated	R_experimental
1.875000e+02	0.380814	0.650170
1.877500e+02	0.388860	0.734340
1.880000e+02	0.396624	0.575350
1.882500e+02	0.404099	0.590950
1.885000e+02	0.411273	0.577090
1.887500e+02	0.418142	0.562630
1.890000e+02	0.424699	0.538340
1.892500e+02	0.430943	0.526240
1.895000e+02	0.436871	0.519700
1.897500e+02	0.442484	0.514860
1.900000e+02	0.447781	0.516670
1.902500e+02	0.452764	0.511750
1.905000e+02	0.457435	0.506720
1.907500e+02	0.461797	0.494750
1.910000e+02	0.465853	0.486550
1.912500e+02	0.469606	0.476940
1.915000e+02	0.473059	0.464190
1.917500e+02	0.476217	0.461480
1.920000e+02	0.479083	0.457730
1.922500e+02	0.481660	0.456350
1.925000e+02	0.483954	0.451900
1.927500e+02	0.485967	0.444650
1.930000e+02	0.487703	0.437770
1.932500e+02	0.489167	0.435110
1.935000e+02	0.490360	0.433770
1.937500e+02	0.491287	0.434460
1.940000e+02	0.491950	0.435390
1.942500e+02	0.492352	0.435400
1.945000e+02	0.492496	0.440710
1.947500e+02	0.492385	0.441680
1.950000e+02	0.492019	0.431180
1.952500e+02	0.491402	0.423930
1.955000e+02	0.490534	0.422190
1.957500e+02	0.489417	0.423810
1.960000e+02	0.488054	0.424720
1.962500e+02	0.486444	0.425170
1.965000e+02	0.484589	0.428990
1.967500e+02	0.482489	0.428240
1.970000e+02	0.480145	0.428220
1.972500e+02	0.477558	0.430300
1.975000e+02	0.474728	0.429060
1.977500e+02	0.471656	0.430730
1.980000e+02	0.468342	0.433560
1.982500e+02	0.464788	0.434540
1.985000e+02	0.460994	0.433100
1.987500e+02	0.456961	0.434550
1.990000e+02	0.452694	0.434000
1.992500e+02	0.448194	0.432670
1.995000e+02	0.443466	0.433130
1.997500e+02	0.438516	0.433490
2.000000e+02	0.433351	0.433570
2.002500e+02	0.427983	0.435120
2.005000e+02	0.422426	0.439060
2.007500e+02	0.416704	0.442490
2.010000e+02	0.410843	0.442510
2.012500e+02	0.404881	0.448030
2.015000e+02	0.398873	0.455370
2.017500e+02	0.392898	0.455980
2.020000e+02	0.387069	0.452340
2.022500e+02	0.381554	0.451030
2.025000e+02	0.376623	0.452540
2.027500e+02	0.372729	0.449430
2.030000e+02	0.370716	0.442740
2.032500e+02	0.372564	0.430250
2.035000e+02	0.394089	0.414330
2.037500e+02	0.369430	0.396720
2.040000e+02	0.368442	0.370610
2.042500e+02	0.372603	0.343490
2.045000e+02	0.299694	0.316310
2.047500e+02	0.239910	0.287470
2.050000e+02	0.187982	0.262240
2.052500e+02	0.144435	0.234760
2.055000e+02	0.110657	0.211180
2.057500e+02	0.087885	0.193360
2.060000e+02	0.076717	0.182410
2.062500e+02	0.076892	0.181380
2.065000e+02	0.087331	0.187060
2.067500e+02	0.106364	0.196060
2.070000e+02	0.132034	0.213650
2.072500e+02	0.162386	0.241660
2.075000e+02	0.195670	0.272950
2.077500e+02	0.230434	0.300850
2.080000e+02	0.265555	0.334670
2.082500e+02	0.300216	0.366640
2.085000e+02	0.333849	0.400260
2.087500e+02	0.366084	0.438800
2.090000e+02	0.396701	0.477500
2.092500e+02	0.425584	0.513740
2.095000e+02	0.452698	0.549500
2.097500e+02	0.478058	0.586440
2.100000e+02	0.501713	0.621950
2.102500e+02	0.523735	0.656000
2.105000e+02	0.544206	0.687500
2.107500e+02	0.563216	0.716230
2.110000e+02	0.580858	0.743530
2.112500e+02	0.597222	0.769640
2.115000e+02	0.612397	0.795780
2.117500e+02	0.626468	0.818990
2.120000e+02	0.639514	0.838130
2.122500e+02	0.651609	0.856810
2.125000e+02	0.662823	0.872980
2.127500e+02	0.673221	0.887770
2.130000e+02	0.682860	0.902130
2.132500e+02	0.691796	0.914660
2.135000e+02	0.700079	0.924660
2.137500e+02	0.707754	0.932060
2.140000e+02	0.714865	0.939660
2.142500e+02	0.721451	0.946890
2.145000e+02	0.727545	0.953170
2.147500e+02	0.733179	0.958070
2.150000e+02	0.738383	0.961250
2.152500e+02	0.743184	0.962980
2.155000e+02	0.747605	0.964090
2.157500e+02	0.751670	0.965600
2.160000e+02	0.755398	0.964760
2.162500e+02	0.758807	0.962670
2.165000e+02	0.761914	0.958870
2.167500e+02	0.764735	0.953670
2.170000e+02	0.767281	0.950870
2.172500e+02	0.769566	0.948660
2.175000e+02	0.771601	0.945200
2.177500e+02	0.773395	0.941670
2.180000e+02	0.774959	0.936990
2.182500e+02	0.776299	0.929540
2.185000e+02	0.777422	0.921890
2.187500e+02	0.778334	0.913050
2.190000e+02	0.779040	0.905530
2.192500e+02	0.779546	0.897540
2.195000e+02	0.779855	0.887560
2.197500e+02	0.779969	0.878510
2.200000e+02	0.779891	0.869280
2.202500e+02	0.779623	0.859490
2.205000e+02	0.779166	0.849430
2.207500e+02	0.778520	0.838100
2.210000e+02	0.777686	0.826240
2.212500e+02	0.776663	0.814770
2.215000e+02	0.775449	0.802290
2.217500e+02	0.774044	0.788550
2.220000e+02	0.772445	0.773900
2.222500e+02	0.770649	0.759030
2.225000e+02	0.768654	0.744000
2.227500e+02	0.766456	0.728050
2.230000e+02	0.764049	0.712200
2.232500e+02	0.761431	0.695210
2.235000e+02	0.758595	0.677030
2.237500e+02	0.755537	0.658950
2.240000e+02	0.752250	0.641730
2.242500e+02	0.748728	0.624970
2.245000e+02	0.744965	0.606200
2.247500e+02	0.740954	0.585540
2.250000e+02	0.736688	0.565100
2.252500e+02	0.732157	0.545220
2.255000e+02	0.727354	0.524690
2.257500e+02	0.722270	0.503630
2.260000e+02	0.716896	0.482870
2.262500e+02	0.711222	0.461940
2.265000e+02	0.705239	0.440470
2.267500e+02	0.698938	0.419440
2.270000e+02	0.692307	0.398820
2.272500e+02	0.685337	0.377940
2.275000e+02	0.678014	0.356610
2.277500e+02	0.670332	0.336160
2.280000e+02	0.662279	0.316030
2.282500e+02	0.653843	0.296510
2.285000e+02	0.645014	0.278610
2.287500e+02	0.635781	0.259640
2.290000e+02	0.626131	0.241870
2.292500e+02	0.616058	0.226920
2.295000e+02	0.605552	0.211800
2.297500e+02	0.594601	0.198110
2.300000e+02	0.583195	0.185980
2.302500e+02	0.571327	0.174520
2.305000e+02	0.558993	0.164310
2.307500e+02	0.546185	0.155930
2.310000e+02	0.532900	0.149260
2.312500e+02	0.519133	0.143460
2.315000e+02	0.504883	0.138520
2.317500e+02	0.490149	0.135970
2.320000e+02	0.474938	0.133540
2.322500e+02	0.459253	0.132220
2.325000e+02	0.443109	0.133450
2.327500e+02	0.426516	0.135350
2.330000e+02	0.409494	0.137850
2.332500e+02	0.392064	0.141560
2.335000e+02	0.374255	0.146800
2.337500e+02	0.356104	0.152250
2.340000e+02	0.337648	0.158530
2.342500e+02	0.318940	0.165230
2.345000e+02	0.300031	0.172680
2.347500e+02	0.280998	0.181310
2.350000e+02	0.261906	0.189190
2.352500e+02	0.242850	0.197910
2.355000e+02	0.223917	0.207480
2.357500e+02	0.205218	0.216030
2.360000e+02	0.186864	0.224930
2.362500e+02	0.168988	0.234680
2.365000e+02	0.151715	0.244840
2.367500e+02	0.135192	0.254510
2.370000e+02	0.119560	0.263780
2.372500e+02	0.104964	0.273800
2.375000e+02	0.091556	0.283420
2.377500e+02	0.079469	0.292320
2.380000e+02	0.068860	0.301480
2.382500e+02	0.059819	0.310230
2.385000e+02	0.052458	0.318990
2.387500e+02	0.046886	0.327890
2.390000e+02	0.043153	0.336170
2.392500e+02	0.041301	0.344410
2.395000e+02	0.041344	0.352070
2.397500e+02	0.043268	0.359600
2.400000e+02	0.047036	0.367550
2.402500e+02	0.052583	0.374490
2.405000e+02	0.059826	0.380830
2.407500e+02	0.068654	0.387350
2.410000e+02	0.078952	0.393620
2.412500e+02	0.090582	0.400220
2.415000e+02	0.103409	0.406450
2.417500e+02	0.117282	0.411570
2.420000e+02	0.132055	0.416410
2.422500e+02	0.147586	0.421580
2.425000e+02	0.163736	0.426870
2.427500e+02	0.180375	0.431310
2.430000e+02	0.197374	0.434910
2.432500e+02	0.214624	0.438150
2.435000e+02	0.232016	0.441640
2.437500e+02	0.249462	0.445230
2.440000e+02	0.266873	0.448840
2.442500e+02	0.284181	0.452150
2.445000e+02	0.301318	0.455250
2.447500e+02	0.318229	0.458160
2.450000e+02	0.334873	0.460660
2.452500e+02	0.351206	0.462930
2.455000e+02	0.367199	0.465260
2.457500e+02	0.382829	0.467400
2.460000e+02	0.398071	0.469140
2.462500e+02	0.412911	0.470590
2.465000e+02	0.427338	0.471910
2.467500e+02	0.441345	0.473130
2.470000e+02	0.454929	0.474520
2.472500e+02	0.468089	0.475990
2.475000e+02	0.480828	0.476840
2.477500e+02	0.493148	0.477680
2.480000e+02	0.505053	0.478210
2.482500e+02	0.516547	0.478590
2.485000e+02	0.527643	0.479360
2.487500e+02	0.538348	0.479990
2.490000e+02	0.548671	0.480360
2.492500e+02	0.558619	0.480750
2.495000e+02	0.568203	0.481370
2.497500e+02	0.577436	0.482040
2.500000e+02	0.586329	0.482290
2.502500e+02	0.594891	0.481900
2.505000e+02	0.603131	0.481160
2.507500e+02	0.611063	0.480370
2.510000e+02	0.618695	0.479650
2.512500e+02	0.626039	0.479030
2.515000e+02	0.633105	0.478400
2.517500e+02	0.639903	0.477730
2.520000e+02	0.646441	0.477110
2.522500e+02	0.652729	0.476620
2.525000e+02	0.658778	0.475980
2.527500e+02	0.664595	0.475320
2.530000e+02	0.670189	0.474900
2.532500e+02	0.675569	0.474390
2.535000e+02	0.680742	0.473720
2.537500e+02	0.685716	0.472780
2.540000e+02	0.690498	0.471560
2.542500e+02	0.695095	0.470300
2.545000e+02	0.699516	0.468910
2.547500e+02	0.703766	0.467670
2.550000e+02	0.707851	0.466620
2.552500e+02	0.711776	0.465500
2.555000e+02	0.715547	0.464160
2.557500e+02	0.719169	0.462760
2.560000e+02	0.722648	0.461480
2.562500e+02	0.725988	0.460480
2.565000e+02	0.729194	0.459380
2.567500e+02	0.732271	0.458060
2.570000e+02	0.735221	0.456600
2.572500e+02	0.738050	0.455020
2.575000e+02	0.740761	0.453660
2.577500e+02	0.743358	0.452080
2.580000e+02	0.745843	0.449930
2.582500e+02	0.748219	0.447860
2.585000e+02	0.750490	0.446350
2.587500e+02	0.752657	0.444970
2.590000e+02	0.754724	0.443430
2.592500e+02	0.756693	0.441340
2.595000e+02	0.758566	0.439090
2.597500e+02	0.760344	0.437320
2.600000e+02	0.762029	0.435720
2.602500e+02	0.763624	0.434060
2.605000e+02	0.765130	0.432370
2.607500e+02	0.766547	0.430520
2.610000e+02	0.767876	0.428870
2.612500e+02	0.769119	0.427000
2.615000e+02	0.770276	0.424790
2.617500e+02	0.771349	0.422700
2.620000e+02	0.772338	0.420450
2.622500e+02	0.773243	0.418230
2.625000e+02	0.774065	0.416270
2.627500e+02	0.774801	0.414460
2.630000e+02	0.775454	0.412560
2.632500e+02	0.776024	0.410650
2.635000e+02	0.776510	0.408630
2.637500e+02	0.776913	0.406420
2.640000e+02	0.777230	0.404030
2.642500e+02	0.777462	0.402060
2.645000e+02	0.777608	0.400430
2.647500e+02	0.777667	0.398530
2.650000e+02	0.777639	0.396680
2.652500e+02	0.777521	0.394800
2.655000e+02	0.777314	0.392390
2.657500e+02	0.777017	0.389830
2.660000e+02	0.776627	0.387820
2.662500e+02	0.776145	0.386110
2.665000e+02	0.775568	0.384240
2.667500e+02	0.774894	0.381970
2.670000e+02	0.774124	0.379010
2.672500e+02	0.773254	0.376260
2.675000e+02	0.772283	0.373740
2.677500e+02	0.771210	0.370990
2.680000e+02	0.770032	0.368450
2.682500e+02	0.768749	0.366150
2.685000e+02	0.767358	0.363490
2.687500e+02	0.765857	0.360950
2.690000e+02	0.764244	0.358950
2.692500e+02	0.762517	0.356690
2.695000e+02	0.760674	0.353910
2.697500e+02	0.758713	0.351050
2.700000e+02	0.756632	0.348080
2.702500e+02	0.754428	0.345240
2.705000e+02	0.752099	0.342800
2.707500e+02	0.749643	0.340230
2.710000e+02	0.747058	0.337730
2.712500e+02	0.744341	0.334810
2.715000e+02	0.741491	0.331340
2.717500e+02	0.738503	0.328320
2.720000e+02	0.735376	0.325590
2.722500e+02	0.732107	0.322860
2.725000e+02	0.728695	0.319830
2.727500e+02	0.725139	0.316220
2.730000e+02	0.721434	0.312490
2.732500e+02	0.717577	0.309240
2.735000e+02	0.713564	0.305830
2.737500e+02	0.709396	0.302560
2.740000e+02	0.705069	0.299470
2.742500e+02	0.700582	0.295960
2.745000e+02	0.695933	0.292210
2.747500e+02	0.691118	0.288810
2.750000e+02	0.686134	0.285490
2.752500e+02	0.680977	0.281850
2.755000e+02	0.675646	0.278130
2.757500e+02	0.670143	0.274390
2.760000e+02	0.664464	0.270210
2.762500e+02	0.658606	0.265900
2.765000e+02	0.652565	0.261870
2.767500e+02	0.646340	0.258200
2.770000e+02	0.639928	0.254430
2.772500e+02	0.633327	0.250370
2.775000e+02	0.626536	0.246320
2.777500e+02	0.619554	0.242300
2.780000e+02	0.612377	0.238200
2.782500e+02	0.605003	0.234100
2.785000e+02	0.597427	0.229790
2.787500e+02	0.589648	0.225500
2.790000e+02	0.581667	0.221330
2.792500e+02	0.573478	0.217220
2.795000e+02	0.565077	0.213450
2.797500e+02	0.556461	0.209550
2.800000e+02	0.547627	0.205400
2.802500e+02	0.538571	0.200860
2.805000e+02	0.529293	0.196620
2.807500e+02	0.519783	0.192630
2.810000e+02	0.510039	0.188120
2.812500e+02	0.500058	0.184010
2.815000e+02	0.489831	0.180180
2.817500e+02	0.479361	0.175910
2.820000e+02	0.468641	0.171700
2.822500e+02	0.457672	0.167910
2.825000e+02	0.446456	0.164340
2.827500e+02	0.434977	0.160300
2.830000e+02	0.423240	0.156040
2.832500e+02	0.411248	0.152300
2.835000e+02	0.399003	0.148680
2.837500e+02	0.386518	0.144730
2.840000e+02	0.373793	0.140620
2.842500e+02	0.360842	0.136730
2.845000e+02	0.347677	0.133150
2.847500e+02	0.334309	0.129460
2.850000e+02	0.320765	0.126200
2.852500e+02	0.307061	0.123140
2.855000e+02	0.293227	0.119630
2.857500e+02	0.279306	0.116130
2.860000e+02	0.265317	0.112650
2.862500e+02	0.251292	0.109600
2.865000e+02	0.237296	0.106880
2.867500e+02	0.223384	0.103530
2.870000e+02	0.209558	0.100710
2.872500e+02	0.195898	0.098320
2.875000e+02	0.182461	0.095480
2.877500e+02	0.169276	0.092940
2.880000e+02	0.156428	0.091230
2.882500e+02	0.143949	0.088810
2.885000e+02	0.131896	0.085930
2.887500e+02	0.120328	0.084040
2.890000e+02	0.109274	0.082610
2.892500e+02	0.098795	0.080580
2.895000e+02	0.088928	0.078710
2.897500e+02	0.079699	0.077340
2.900000e+02	0.071152	0.075780
2.902500e+02	0.063300	0.074290
2.905000e+02	0.056162	0.073320
2.907500e+02	0.049757	0.072300
2.910000e+02	0.044080	0.071310
2.912500e+02	0.039144	0.070620
2.915000e+02	0.034944	0.070160
2.917500e+02	0.031466	0.069490
2.920000e+02	0.028699	0.068770
2.922500e+02	0.026622	0.068730
2.925000e+02	0.025215	0.068540
2.927500e+02	0.024455	0.068260
2.930000e+02	0.024312	0.068120
2.932500e+02	0.024760	0.068250
2.935000e+02	0.025768	0.068780
2.937500e+02	0.027303	0.069210
2.940000e+02	0.029335	0.069300
2.942500e+02	0.031833	0.069730
2.945000e+02	0.034764	0.069880
2.947500e+02	0.038096	0.069980
2.950000e+02	0.041802	0.071080
2.952500e+02	0.045851	0.072080
2.955000e+02	0.050213	0.072670
2.957500e+02	0.054864	0.073660
2.960000e+02	0.059776	0.074610
2.962500e+02	0.064925	0.075370
2.965000e+02	0.070291	0.076540
2.967500e+02	0.075848	0.077430
2.970000e+02	0.081578	0.078510
2.972500e+02	0.087461	0.079510
2.975000e+02	0.093478	0.080660
2.977500e+02	0.099616	0.081770
2.980000e+02	0.105856	0.082840
2.982500e+02	0.112184	0.084030
2.985000e+02	0.118589	0.084870
2.987500e+02	0.125056	0.086200
2.990000e+02	0.131574	0.087490
2.992500e+02	0.138133	0.088710
2.995000e+02	0.144722	0.090070
2.997500e+02	0.151333	0.091120
3.000000e+02	0.157957	0.092460
3.002500e+02	0.164585	0.093960
3.005000e+02	0.171211	0.095220
3.007500e+02	0.177829	0.096180
3.010000e+02	0.184431	0.097680
3.012500e+02	0.191014	0.099110
3.015000e+02	0.197570	0.100070
3.017500e+02	0.204095	0.101330
3.020000e+02	0.210586	0.102250
3.022500e+02	0.217036	0.103410
3.025000e+02	0.223444	0.104720
3.027500e+02	0.229806	0.105700
3.030000e+02	0.236118	0.106810
3.032500e+02	0.242381	0.108340
3.035000e+02	0.248589	0.110080
3.037500e+02	0.254737	0.110920
3.040000e+02	0.260829	0.111620
3.042500e+02	0.266862	0.112690
3.045000e+02	0.272833	0.113890
3.047500e+02	0.278738	0.115320
3.050000e+02	0.284580	0.116470
3.052500e+02	0.290356	0.117450
3.055000e+02	0.296066	0.118600
3.057500e+02	0.301708	0.119740
3.060000e+02	0.307283	0.120710
3.062500e+02	0.312788	0.121560
