omega,n,k
6.585586,4.770759,9.065925
6.591592,4.726541,9.103806
6.597598,4.680918,9.141385
6.603604,4.633874,9.178598
6.609610,4.585393,9.215381
6.615616,4.535467,9.251666
6.621622,4.484086,9.287382
6.627628,4.431248,9.322458
6.633634,4.376954,9.356821
6.639640,4.321207,9.390396
6.645646,4.264016,9.423107
6.651652,4.205394,9.454878
6.657658,4.145359,9.485630
6.663664,4.083934,9.515286
6.669670,4.021146,9.543769
6.675676,3.957027,9.571000
6.681682,3.891615,9.596904
6.687688,3.824951,9.621404
6.693694,3.757083,9.644427
6.699700,3.688064,9.665900
6.705706,3.617951,9.685753
6.711712,3.546806,9.703919
6.717718,3.474697,9.720334
6.723724,3.401693,9.734936
6.729730,3.327872,9.747669
6.735736,3.253313,9.758479
6.741742,3.178100,9.767319
6.747748,3.102320,9.774143
6.753754,3.026063,9.778915
6.759760,2.949422,9.781600
6.765766,2.872493,9.782171
6.771772,2.795373,9.780606
6.777778,2.718162,9.776889
6.783784,2.640958,9.771010
6.789790,2.563863,9.762966
6.795796,2.486978,9.752758
6.801802,2.410403,9.740396
6.807808,2.334237,9.725893
6.813814,2.258580,9.709271
6.819820,2.183529,9.690556
6.825826,2.109177,9.669780
6.831832,2.035617,9.646981
6.837838,1.962939,9.622201
6.843844,1.891229,9.595490
6.849850,1.820569,9.566898
6.855856,1.751039,9.536484
6.861862,1.682713,9.504309
6.867868,1.615660,9.470436
6.873874,1.549948,9.434935
6.879880,1.485637,9.397875
6.885886,1.422783,9.359331
6.891892,1.361438,9.319379
6.897898,1.301648,9.278095
6.903904,1.243455,9.235558
6.909910,1.186894,9.191849
6.915916,1.131998,9.147047
6.921922,1.078793,9.101234
6.927928,1.027301,9.054491
6.933934,0.977540,9.006897
6.939940,0.929521,8.958534
6.945946,0.883254,8.909479
6.951952,0.838743,8.859811
6.957958,0.795988,8.809607
6.963964,0.754986,8.758941
6.969970,0.715728,8.707886
6.975976,0.678206,8.656515
6.981982,0.642405,8.604895
6.987988,0.608308,8.553095
6.993994,0.575897,8.501178
7.000000,0.545149,8.449207
