# Fresnel Simulation Metadata
# ---------------------------
# Layer 0: Air (Espesor Infinito)
# Layer 1: AlN Film | Input: 100.00 nm | Optimized: 112.56 nm
# Layer 2: SiC | Input: 1400.00 nm | Optimized: 1584.65 nm
# Layer 3: Si (Espesor Infinito)
# 
# Wavelength(nm)	Response
3.200000000000000000e+02	2.201198780462455318e+01
3.210000000000000000e+02	1.191348541159675989e+01
3.220000000000000000e+02	1.688094655624055207e+01
3.230000000000000000e+02	3.013444954719198066e+01
3.240000000000000000e+02	4.116598296949675273e+01
3.250000000000000000e+02	4.656073420312361577e+01
3.260000000000000000e+02	4.625138621453756116e+01
3.270000000000000000e+02	4.048150258410554159e+01
3.280000000000000000e+02	2.983439579524082674e+01
3.290000000000000000e+02	1.743281725353410394e+01
3.300000000000000000e+02	1.070251428923338111e+01
3.310000000000000000e+02	1.504188061212341232e+01
3.320000000000000000e+02	2.601925500824220450e+01
3.330000000000000000e+02	3.624235752439446401e+01
3.340000000000000000e+02	4.231571031776050518e+01
3.350000000000000000e+02	4.362408911421367463e+01
3.360000000000000000e+02	4.020958737677991479e+01
3.370000000000000000e+02	3.230963862382218110e+01
3.380000000000000000e+02	2.139076819971775123e+01
3.390000000000000000e+02	1.202548493647087646e+01
3.400000000000000000e+02	1.060068364007740627e+01
3.410000000000000000e+02	1.817102042645081283e+01
3.420000000000000000e+02	2.903405022838415661e+01
3.430000000000000000e+02	3.789768683145474171e+01
3.440000000000000000e+02	4.275050465349788453e+01
3.450000000000000000e+02	4.327223446611132829e+01
3.460000000000000000e+02	3.948171879662859851e+01
3.470000000000000000e+02	3.158335683836384433e+01
3.480000000000000000e+02	2.094205068720608409e+01
3.490000000000000000e+02	1.174649307404516207e+01
3.500000000000000000e+02	1.002830455128288811e+01
3.510000000000000000e+02	1.730432169628131689e+01
3.520000000000000000e+02	2.850543608164711884e+01
3.530000000000000000e+02	3.831104785972431159e+01
3.540000000000000000e+02	4.446623353199584017e+01
3.550000000000000000e+02	4.656677764281893417e+01
3.560000000000000000e+02	4.462999257676463571e+01
3.570000000000000000e+02	3.860377863070318938e+01
3.580000000000000000e+02	2.878885704244987664e+01
3.590000000000000000e+02	1.737495872624243631e+01
3.600000000000000000e+02	9.946991991480141238e+00
3.610000000000000000e+02	1.215863131223978044e+01
3.620000000000000000e+02	2.257539190892525482e+01
3.630000000000000000e+02	3.465509688036165414e+01
3.640000000000000000e+02	4.397581248236609497e+01
3.650000000000000000e+02	4.932024931822094516e+01
3.660000000000000000e+02	5.072563088507406803e+01
3.670000000000000000e+02	4.831586060914229108e+01
3.680000000000000000e+02	4.203690406156064796e+01
3.690000000000000000e+02	3.204968386914518419e+01
3.700000000000000000e+02	1.999609034990591994e+01
3.710000000000000000e+02	1.056096169254171002e+01
3.720000000000000000e+02	9.593483960362707563e+00
3.730000000000000000e+02	1.761232120707307658e+01
3.740000000000000000e+02	2.920081286309714841e+01
3.750000000000000000e+02	3.944925326267347998e+01
3.760000000000000000e+02	4.648168327067118355e+01
3.770000000000000000e+02	5.011295233417746431e+01
3.780000000000000000e+02	5.056801785864799115e+01
3.790000000000000000e+02	4.797913015642524215e+01
3.800000000000000000e+02	4.233115541024339734e+01
3.810000000000000000e+02	3.374000949783665249e+01
3.820000000000000000e+02	2.314213827535787615e+01
3.830000000000000000e+02	1.325328249304253347e+01
3.840000000000000000e+02	8.331307754347875516e+00
3.850000000000000000e+02	1.102422307714812533e+01
3.860000000000000000e+02	1.956681890626464693e+01
3.870000000000000000e+02	2.985085425963680805e+01
3.880000000000000000e+02	3.883662908733785457e+01
3.890000000000000000e+02	4.532101741827683838e+01
3.900000000000000000e+02	4.914947460082527186e+01
3.910000000000000000e+02	5.047695501076277935e+01
3.920000000000000000e+02	4.942270093455321955e+01
3.930000000000000000e+02	4.599648931921548467e+01
3.940000000000000000e+02	4.017920599695217732e+01
3.950000000000000000e+02	3.216495051290090146e+01
3.960000000000000000e+02	2.281948293280785478e+01
3.970000000000000000e+02	1.418691799951733401e+01
3.980000000000000000e+02	9.244273115214422631e+00
3.990000000000000000e+02	1.014193637280325433e+01
4.000000000000000000e+02	1.635068327436506053e+01
4.010000000000000000e+02	2.520544367891950088e+01
4.020000000000000000e+02	3.403523406820926311e+01
4.030000000000000000e+02	4.133194669740838378e+01
4.040000000000000000e+02	4.658580313407829010e+01
4.050000000000000000e+02	4.976672541207923928e+01
4.060000000000000000e+02	5.098097027847039442e+01
4.070000000000000000e+02	5.032265682575804533e+01
4.080000000000000000e+02	4.781974373210491080e+01
4.090000000000000000e+02	4.345452265172991702e+01
4.100000000000000000e+02	3.727165266900625085e+01
4.110000000000000000e+02	2.959747431075267343e+01
4.120000000000000000e+02	2.134877555680822780e+01
4.130000000000000000e+02	1.423055998419134838e+01
4.140000000000000000e+02	1.035834270015183911e+01
